complaint_id,reported_at,fraud_type,reported_amount,state,district,reporting_channel,victim_entity_id,initial_priority,data_classification
CMP-003653,2026-04-16T19:51:55+00:00,Impersonation,4834.58,Maharashtra,Nashik,1930,ENT-005740,HIGH,SYNTHETIC
CMP-003654,2026-01-26T11:23:35+00:00,Loan Scam,9146.38,West Bengal,Howrah,Bank Referral,ENT-004476,HIGH,SYNTHETIC
CMP-003655,2026-04-04T07:51:08+00:00,Loan Scam,19880.82,Maharashtra,Thane,Portal,ENT-003309,HIGH,SYNTHETIC
CMP-003656,2026-01-30T11:39:51+00:00,Remote Access,18505.24,Delhi,North East Delhi,1930,ENT-000053,HIGH,SYNTHETIC
CMP-003657,2026-02-10T05:44:49+00:00,Investment,85270.34,Uttar Pradesh,Varanasi,Portal,ENT-004863,MEDIUM,SYNTHETIC
CMP-003658,2026-04-07T23:14:32+00:00,Card Fraud,7519.19,Madhya Pradesh,Bhopal,Police Station,ENT-003342,MEDIUM,SYNTHETIC
CMP-003659,2026-06-24T17:01:23+00:00,Phishing,9338.26,Bihar,Patna,Bank Referral,ENT-011915,LOW,SYNTHETIC
CMP-003660,2026-05-03T20:11:42+00:00,Remote Access,17527.84,Karnataka,Mysuru,1930,ENT-011215,MEDIUM,SYNTHETIC
CMP-003661,2026-05-29T15:04:42+00:00,Marketplace,26631.58,Bihar,Muzaffarpur,1930,ENT-000587,HIGH,SYNTHETIC
CMP-003662,2026-04-22T23:00:22+00:00,UPI,24195.98,Tamil Nadu,Coimbatore,Bank Referral,ENT-003634,MEDIUM,SYNTHETIC
CMP-003663,2026-03-16T05:51:31+00:00,Remote Access,16495.89,Uttar Pradesh,Lucknow,Police Station,ENT-001398,MEDIUM,SYNTHETIC
CMP-003664,2026-02-26T01:06:59+00:00,Marketplace,41029.22,Karnataka,Mysuru,Police Station,ENT-007539,LOW,SYNTHETIC
CMP-003665,2026-04-18T07:23:24+00:00,UPI,25504.96,Uttar Pradesh,Gautam Buddha Nagar,Portal,ENT-002830,HIGH,SYNTHETIC
CMP-003666,2026-02-19T19:57:50+00:00,Card Fraud,12258.93,Maharashtra,Nashik,1930,ENT-005157,MEDIUM,SYNTHETIC
CMP-003667,2026-05-23T16:28:46+00:00,Investment,2015.49,Tamil Nadu,Chennai,Portal,ENT-002389,LOW,SYNTHETIC
CMP-003668,2026-03-30T09:36:56+00:00,UPI,5756.43,Delhi,South East Delhi,Bank Referral,ENT-007145,MEDIUM,SYNTHETIC
CMP-003669,2026-05-12T21:59:21+00:00,Marketplace,9311.78,Karnataka,Mysuru,Bank Referral,ENT-003527,MEDIUM,SYNTHETIC
CMP-003670,2026-05-10T17:01:48+00:00,Phishing,4457.35,Karnataka,Mangaluru,Citizen App,ENT-008021,HIGH,SYNTHETIC
CMP-003671,2026-02-23T23:48:00+00:00,Investment,8087.84,Karnataka,Mysuru,Police Station,ENT-005173,LOW,SYNTHETIC
CMP-003672,2026-02-08T12:53:32+00:00,Investment,8983.52,Uttar Pradesh,Gautam Buddha Nagar,Police Station,ENT-000187,MEDIUM,SYNTHETIC
CMP-003673,2026-04-26T18:39:04+00:00,Remote Access,7848.53,Madhya Pradesh,Jabalpur,Police Station,ENT-011042,LOW,SYNTHETIC
CMP-003674,2026-06-03T11:43:10+00:00,Marketplace,7950.63,Rajasthan,Jaipur,Portal,ENT-009658,LOW,SYNTHETIC
CMP-003675,2026-02-11T13:30:35+00:00,Impersonation,8303.87,Telangana,Nizamabad,1930,ENT-005453,HIGH,SYNTHETIC
CMP-003676,2026-01-12T17:36:20+00:00,Marketplace,4820.1,Tamil Nadu,Chennai,Bank Referral,ENT-007356,HIGH,SYNTHETIC
CMP-003677,2026-06-23T01:30:50+00:00,Remote Access,8072.54,Tamil Nadu,Madurai,Bank Referral,ENT-011397,LOW,SYNTHETIC
CMP-003678,2026-05-23T05:51:20+00:00,Remote Access,5835.58,West Bengal,North 24 Parganas,Police Station,ENT-002396,MEDIUM,SYNTHETIC
CMP-003679,2026-06-02T14:06:09+00:00,Investment,10839.94,Rajasthan,Jodhpur,Citizen App,ENT-009665,HIGH,SYNTHETIC
CMP-003680,2026-02-01T22:46:04+00:00,Loan Scam,4618.11,Uttar Pradesh,Varanasi,Police Station,ENT-001006,LOW,SYNTHETIC
CMP-003681,2026-04-03T17:32:24+00:00,Remote Access,16761.18,Uttar Pradesh,Kanpur Nagar,Police Station,ENT-004935,HIGH,SYNTHETIC
CMP-003682,2026-06-26T07:55:29+00:00,Card Fraud,49185.65,Uttar Pradesh,Jaunpur,Citizen App,ENT-004510,MEDIUM,SYNTHETIC
CMP-003683,2026-03-31T05:23:36+00:00,Card Fraud,6979.71,Madhya Pradesh,Jabalpur,Citizen App,ENT-009513,MEDIUM,SYNTHETIC
CMP-003684,2026-01-18T11:11:47+00:00,Phishing,23026.63,West Bengal,Kolkata,1930,ENT-006579,MEDIUM,SYNTHETIC
CMP-003685,2026-02-06T12:53:46+00:00,UPI,8814.38,West Bengal,North 24 Parganas,Bank Referral,ENT-002954,HIGH,SYNTHETIC
CMP-003686,2026-02-08T14:04:27+00:00,Remote Access,6675.47,Rajasthan,Udaipur,1930,ENT-005170,HIGH,SYNTHETIC
CMP-003687,2026-04-22T11:43:50+00:00,Investment,23010.36,Rajasthan,Jodhpur,Citizen App,ENT-000466,HIGH,SYNTHETIC
CMP-003688,2026-05-30T13:43:34+00:00,Impersonation,6959.03,Delhi,North East Delhi,Citizen App,ENT-005923,LOW,SYNTHETIC
CMP-003689,2026-01-13T02:55:42+00:00,Impersonation,19693.78,Rajasthan,Udaipur,Citizen App,ENT-007697,MEDIUM,SYNTHETIC
CMP-003690,2026-05-01T10:59:41+00:00,UPI,12440.24,Tamil Nadu,Chennai,Portal,ENT-008231,MEDIUM,SYNTHETIC
CMP-003691,2026-01-19T17:38:35+00:00,Phishing,6485.12,Delhi,South East Delhi,1930,ENT-010461,MEDIUM,SYNTHETIC
CMP-003692,2026-01-12T19:18:09+00:00,Card Fraud,4521.27,Maharashtra,Thane,Bank Referral,ENT-000447,HIGH,SYNTHETIC
CMP-003693,2026-05-21T08:50:59+00:00,Investment,8853.28,West Bengal,North 24 Parganas,Police Station,ENT-000007,LOW,SYNTHETIC
CMP-003694,2026-01-26T22:00:12+00:00,Remote Access,7252.15,West Bengal,North 24 Parganas,Police Station,ENT-001065,MEDIUM,SYNTHETIC
CMP-003695,2026-01-28T19:45:53+00:00,Marketplace,21813.71,Karnataka,Mangaluru,Police Station,ENT-000075,HIGH,SYNTHETIC
CMP-003696,2026-03-06T23:16:37+00:00,Investment,24420.19,Bihar,Bhagalpur,Citizen App,ENT-002197,HIGH,SYNTHETIC
CMP-003697,2026-05-03T15:12:08+00:00,Impersonation,1679.82,Madhya Pradesh,Jabalpur,Police Station,ENT-002388,MEDIUM,SYNTHETIC
CMP-003698,2026-05-23T18:58:57+00:00,UPI,22727.34,Delhi,New Delhi,Police Station,ENT-006691,HIGH,SYNTHETIC
CMP-003699,2026-06-26T19:30:58+00:00,Card Fraud,8975.07,Uttar Pradesh,Jaunpur,Citizen App,ENT-003686,LOW,SYNTHETIC
CMP-003700,2026-02-21T08:10:32+00:00,Phishing,47108.8,Maharashtra,Mumbai,Portal,ENT-006819,HIGH,SYNTHETIC
CMP-003701,2026-04-06T07:40:27+00:00,Phishing,14275.64,Madhya Pradesh,Jabalpur,Portal,ENT-004606,LOW,SYNTHETIC
CMP-003702,2026-04-11T00:33:17+00:00,Phishing,11010.11,Madhya Pradesh,Indore,Bank Referral,ENT-000018,MEDIUM,SYNTHETIC
CMP-003703,2026-05-13T18:15:46+00:00,Loan Scam,6952.48,Telangana,Nizamabad,Portal,ENT-007971,LOW,SYNTHETIC
CMP-003704,2026-05-13T10:07:14+00:00,Loan Scam,2438.91,Telangana,Hyderabad,Bank Referral,ENT-005117,MEDIUM,SYNTHETIC
CMP-003705,2026-01-28T00:06:06+00:00,Phishing,18487.6,Bihar,Gaya,1930,ENT-003847,MEDIUM,SYNTHETIC
CMP-003706,2026-04-04T02:31:54+00:00,Card Fraud,1603.36,Maharashtra,Nagpur,Portal,ENT-011939,LOW,SYNTHETIC
CMP-003707,2026-06-04T17:15:14+00:00,Remote Access,1744.88,Delhi,New Delhi,Portal,ENT-007873,HIGH,SYNTHETIC
CMP-003708,2026-06-05T20:19:08+00:00,Marketplace,21564.46,Karnataka,Mysuru,Citizen App,ENT-000239,HIGH,SYNTHETIC
CMP-003709,2026-04-04T13:25:35+00:00,Investment,77541.84,Maharashtra,Thane,Portal,ENT-008919,LOW,SYNTHETIC
CMP-003710,2026-01-31T18:45:32+00:00,Remote Access,5644.59,Rajasthan,Jaipur,Citizen App,ENT-010945,LOW,SYNTHETIC
CMP-003711,2026-01-04T19:18:08+00:00,Loan Scam,48490.8,West Bengal,Kolkata,Citizen App,ENT-010636,LOW,SYNTHETIC
CMP-003712,2026-02-03T22:10:39+00:00,Marketplace,18321.66,Karnataka,Bengaluru Urban,Citizen App,ENT-001675,HIGH,SYNTHETIC
CMP-003713,2026-06-27T00:20:48+00:00,UPI,7585.93,Maharashtra,Mumbai,1930,ENT-003730,MEDIUM,SYNTHETIC
CMP-003714,2026-01-20T14:40:31+00:00,Investment,121146.77,Delhi,West Delhi,Portal,ENT-009770,HIGH,SYNTHETIC
CMP-003715,2026-05-31T07:14:47+00:00,Marketplace,11824.23,Bihar,Bhagalpur,Bank Referral,ENT-001924,HIGH,SYNTHETIC
CMP-003716,2026-01-20T20:56:19+00:00,Remote Access,8204.48,Bihar,Bhagalpur,Citizen App,ENT-000229,HIGH,SYNTHETIC
CMP-003717,2026-04-20T14:21:07+00:00,Impersonation,3130.83,Bihar,Bhagalpur,Bank Referral,ENT-003722,LOW,SYNTHETIC
CMP-003718,2026-05-04T07:56:48+00:00,Marketplace,6571.13,West Bengal,Kolkata,Portal,ENT-003536,HIGH,SYNTHETIC
CMP-003719,2026-02-06T14:03:04+00:00,Card Fraud,24956.99,Uttar Pradesh,Kanpur Nagar,Portal,ENT-008834,HIGH,SYNTHETIC
CMP-003720,2026-01-22T05:10:39+00:00,Investment,31335.46,Rajasthan,Jaipur,Citizen App,ENT-002307,LOW,SYNTHETIC
CMP-003721,2026-03-05T20:46:56+00:00,Loan Scam,9839.09,Rajasthan,Kota,Police Station,ENT-005979,MEDIUM,SYNTHETIC
CMP-003722,2026-06-20T11:20:01+00:00,Remote Access,1769.5,Bihar,Bhagalpur,Police Station,ENT-010357,LOW,SYNTHETIC
CMP-003723,2026-06-07T13:30:51+00:00,Phishing,67066.82,Karnataka,Mysuru,Citizen App,ENT-010871,LOW,SYNTHETIC
CMP-003724,2026-06-23T05:55:38+00:00,Remote Access,2352.23,Rajasthan,Kota,Citizen App,ENT-009029,LOW,SYNTHETIC
CMP-003725,2026-03-28T08:18:44+00:00,UPI,7048.18,Uttar Pradesh,Varanasi,Portal,ENT-000605,MEDIUM,SYNTHETIC
CMP-003726,2026-02-11T19:25:55+00:00,Phishing,12081.93,Delhi,New Delhi,1930,ENT-007342,MEDIUM,SYNTHETIC
CMP-003727,2026-03-18T15:52:03+00:00,Card Fraud,60987.97,Telangana,Warangal,1930,ENT-006345,LOW,SYNTHETIC
CMP-003728,2026-05-02T11:29:47+00:00,Marketplace,27606.42,Uttar Pradesh,Kanpur Nagar,Bank Referral,ENT-008576,LOW,SYNTHETIC
CMP-003729,2026-02-25T17:17:02+00:00,Card Fraud,17018.83,Madhya Pradesh,Jabalpur,Police Station,ENT-000754,MEDIUM,SYNTHETIC
CMP-003730,2026-01-16T03:52:14+00:00,Investment,20489.52,Karnataka,Bengaluru Urban,Bank Referral,ENT-008882,LOW,SYNTHETIC
CMP-003731,2026-04-20T13:05:16+00:00,Card Fraud,7361.15,Bihar,Bhagalpur,1930,ENT-006289,MEDIUM,SYNTHETIC
CMP-003732,2026-02-21T16:45:39+00:00,Card Fraud,5553.35,Madhya Pradesh,Jabalpur,Police Station,ENT-005429,HIGH,SYNTHETIC
CMP-003733,2026-01-22T06:49:32+00:00,Remote Access,22206.2,Delhi,North East Delhi,Portal,ENT-008537,HIGH,SYNTHETIC
CMP-003734,2026-05-26T20:26:00+00:00,Investment,1158.67,Karnataka,Mysuru,Citizen App,ENT-010806,HIGH,SYNTHETIC
CMP-003735,2026-04-03T14:15:41+00:00,Remote Access,10611.31,Karnataka,Mangaluru,1930,ENT-007573,LOW,SYNTHETIC
CMP-003736,2026-05-16T10:46:48+00:00,Phishing,20894.35,Delhi,West Delhi,Police Station,ENT-011895,MEDIUM,SYNTHETIC
CMP-003737,2026-02-13T12:47:27+00:00,Remote Access,6750.02,Bihar,Muzaffarpur,Citizen App,ENT-001727,LOW,SYNTHETIC
CMP-003738,2026-05-03T14:28:33+00:00,Marketplace,28517.96,Rajasthan,Udaipur,Portal,ENT-009175,LOW,SYNTHETIC
CMP-003739,2026-06-20T16:03:01+00:00,Remote Access,12065.78,Delhi,South East Delhi,Police Station,ENT-000711,MEDIUM,SYNTHETIC
CMP-003740,2026-04-04T06:01:04+00:00,Loan Scam,7923.9,West Bengal,Howrah,Police Station,ENT-009990,LOW,SYNTHETIC
CMP-003741,2026-01-04T09:48:27+00:00,Phishing,2188.85,Maharashtra,Mumbai,Citizen App,ENT-009987,HIGH,SYNTHETIC
CMP-003742,2026-06-17T18:16:18+00:00,Investment,19492.74,Maharashtra,Thane,Bank Referral,ENT-009129,MEDIUM,SYNTHETIC
CMP-003743,2026-04-17T09:13:30+00:00,UPI,18428.25,Bihar,Patna,Citizen App,ENT-000572,LOW,SYNTHETIC
CMP-003744,2026-03-27T02:33:06+00:00,Loan Scam,41158.05,Uttar Pradesh,Lucknow,Bank Referral,ENT-007272,LOW,SYNTHETIC
CMP-003745,2026-02-14T14:22:52+00:00,Impersonation,18352.17,Bihar,Muzaffarpur,Bank Referral,ENT-007529,MEDIUM,SYNTHETIC
CMP-003746,2026-03-10T17:14:32+00:00,UPI,4658.74,West Bengal,North 24 Parganas,1930,ENT-008701,MEDIUM,SYNTHETIC
CMP-003747,2026-02-10T23:11:20+00:00,Remote Access,9682.44,Tamil Nadu,Madurai,1930,ENT-008035,LOW,SYNTHETIC
CMP-003748,2026-06-07T18:45:02+00:00,Card Fraud,7945.53,Tamil Nadu,Madurai,Citizen App,ENT-006651,LOW,SYNTHETIC
CMP-003749,2026-01-08T06:15:33+00:00,Marketplace,13328.98,Delhi,North East Delhi,Bank Referral,ENT-004390,MEDIUM,SYNTHETIC
CMP-003750,2026-01-28T21:17:02+00:00,Remote Access,41369.36,Madhya Pradesh,Indore,Bank Referral,ENT-007648,MEDIUM,SYNTHETIC
CMP-003751,2026-03-26T10:13:18+00:00,Card Fraud,68509.73,Bihar,Patna,1930,ENT-001185,LOW,SYNTHETIC
CMP-003752,2026-03-29T11:14:56+00:00,UPI,21235.77,West Bengal,North 24 Parganas,Citizen App,ENT-009636,MEDIUM,SYNTHETIC
CMP-003753,2026-03-23T03:35:37+00:00,Marketplace,7280.72,Bihar,Muzaffarpur,Portal,ENT-011603,MEDIUM,SYNTHETIC
CMP-003754,2026-06-04T20:18:27+00:00,Impersonation,16980.78,Maharashtra,Nashik,Portal,ENT-009126,HIGH,SYNTHETIC
CMP-003755,2026-01-03T08:37:10+00:00,Card Fraud,44088.13,Telangana,Warangal,Portal,ENT-001514,HIGH,SYNTHETIC
CMP-003756,2026-06-17T19:44:09+00:00,Remote Access,13222.51,Tamil Nadu,Chennai,Portal,ENT-005233,LOW,SYNTHETIC
CMP-003757,2026-06-16T10:58:07+00:00,UPI,71463.1,Bihar,Gaya,Citizen App,ENT-006736,MEDIUM,SYNTHETIC
CMP-003758,2026-06-12T09:31:49+00:00,Card Fraud,8426.55,Rajasthan,Udaipur,Police Station,ENT-010587,LOW,SYNTHETIC
CMP-003759,2026-03-13T01:59:40+00:00,Phishing,73269.69,Delhi,North East Delhi,1930,ENT-002621,LOW,SYNTHETIC
CMP-003760,2026-06-06T16:32:31+00:00,Card Fraud,1170.96,Delhi,New Delhi,Police Station,ENT-009060,LOW,SYNTHETIC
CMP-003761,2026-01-21T10:14:50+00:00,Impersonation,6242.92,Karnataka,Mysuru,Bank Referral,ENT-000509,LOW,SYNTHETIC
CMP-003762,2026-01-19T06:37:06+00:00,Phishing,8157.76,Uttar Pradesh,Lucknow,1930,ENT-004089,HIGH,SYNTHETIC
CMP-003763,2026-02-01T21:25:37+00:00,Phishing,3961.72,Madhya Pradesh,Bhopal,Bank Referral,ENT-011646,HIGH,SYNTHETIC
CMP-003764,2026-01-16T05:05:16+00:00,Impersonation,8724.04,Telangana,Nizamabad,Police Station,ENT-003635,LOW,SYNTHETIC
CMP-003765,2026-01-25T11:07:57+00:00,Card Fraud,4099.97,Uttar Pradesh,Lucknow,Police Station,ENT-000658,LOW,SYNTHETIC
CMP-003766,2026-06-13T11:10:17+00:00,Phishing,10365.4,Madhya Pradesh,Bhopal,Citizen App,ENT-007265,MEDIUM,SYNTHETIC
CMP-003767,2026-05-31T22:58:30+00:00,Phishing,4160.94,Delhi,South East Delhi,Police Station,ENT-000002,LOW,SYNTHETIC
CMP-003768,2026-06-14T19:31:28+00:00,Loan Scam,27455.99,Delhi,New Delhi,Police Station,ENT-001401,MEDIUM,SYNTHETIC
CMP-003769,2026-05-07T23:18:37+00:00,Marketplace,6710.97,Maharashtra,Nagpur,Bank Referral,ENT-011161,MEDIUM,SYNTHETIC
CMP-003770,2026-04-15T14:21:06+00:00,Marketplace,9597.54,Tamil Nadu,Madurai,Citizen App,ENT-011674,HIGH,SYNTHETIC
CMP-003771,2026-02-18T16:09:45+00:00,Investment,20866.83,Telangana,Hyderabad,1930,ENT-010554,LOW,SYNTHETIC
CMP-003772,2026-03-08T12:28:03+00:00,Investment,29109.5,Bihar,Muzaffarpur,Portal,ENT-000890,HIGH,SYNTHETIC
CMP-003773,2026-06-08T10:32:18+00:00,Loan Scam,22001.95,Bihar,Muzaffarpur,1930,ENT-002031,LOW,SYNTHETIC
CMP-003774,2026-03-24T07:35:30+00:00,Loan Scam,1702.1,Madhya Pradesh,Jabalpur,Citizen App,ENT-002634,MEDIUM,SYNTHETIC
CMP-003775,2026-04-22T21:23:32+00:00,Impersonation,3084.17,Madhya Pradesh,Bhopal,1930,ENT-011792,LOW,SYNTHETIC
CMP-003776,2026-05-15T10:01:35+00:00,Investment,116446.1,Telangana,Hyderabad,Citizen App,ENT-009899,LOW,SYNTHETIC
CMP-003777,2026-03-15T23:54:58+00:00,Marketplace,17024.26,Bihar,Patna,Police Station,ENT-003702,MEDIUM,SYNTHETIC
CMP-003778,2026-02-23T04:31:40+00:00,Investment,12224.33,West Bengal,North 24 Parganas,Bank Referral,ENT-008211,HIGH,SYNTHETIC
CMP-003779,2026-06-07T18:28:34+00:00,UPI,4654.65,Maharashtra,Pune,Bank Referral,ENT-007442,LOW,SYNTHETIC
CMP-003780,2026-02-01T04:55:50+00:00,Card Fraud,3806.52,Karnataka,Mangaluru,1930,ENT-006519,LOW,SYNTHETIC
CMP-003781,2026-01-03T08:19:04+00:00,Investment,7567.01,Karnataka,Bengaluru Urban,Police Station,ENT-008210,HIGH,SYNTHETIC
CMP-003782,2026-03-18T09:10:27+00:00,Card Fraud,28557.97,Madhya Pradesh,Bhopal,Citizen App,ENT-006075,MEDIUM,SYNTHETIC
CMP-003783,2026-04-21T12:04:29+00:00,Remote Access,13585.51,Madhya Pradesh,Indore,Police Station,ENT-003596,HIGH,SYNTHETIC
CMP-003784,2026-02-14T14:52:00+00:00,Impersonation,2292.44,Rajasthan,Udaipur,Police Station,ENT-009825,HIGH,SYNTHETIC
CMP-003785,2026-02-23T23:23:44+00:00,Investment,31710.89,West Bengal,North 24 Parganas,Police Station,ENT-009811,LOW,SYNTHETIC
CMP-003786,2026-05-21T18:33:22+00:00,Remote Access,5298.77,Tamil Nadu,Madurai,Police Station,ENT-010840,MEDIUM,SYNTHETIC
CMP-003787,2026-06-07T19:50:12+00:00,Loan Scam,36231.06,Uttar Pradesh,Lucknow,Portal,ENT-001213,LOW,SYNTHETIC
CMP-003788,2026-05-27T07:35:09+00:00,Card Fraud,10331.2,West Bengal,North 24 Parganas,Bank Referral,ENT-011936,LOW,SYNTHETIC
CMP-003789,2026-04-13T23:19:38+00:00,Impersonation,65821.51,Maharashtra,Nagpur,1930,ENT-007951,MEDIUM,SYNTHETIC
CMP-003790,2026-01-27T04:30:57+00:00,UPI,1907.14,Delhi,South East Delhi,1930,ENT-000306,MEDIUM,SYNTHETIC
CMP-003791,2026-04-04T11:12:56+00:00,Phishing,13846.74,Delhi,New Delhi,Bank Referral,ENT-001003,MEDIUM,SYNTHETIC
CMP-003792,2026-05-27T16:47:47+00:00,Impersonation,17630.78,Karnataka,Mysuru,Bank Referral,ENT-010481,HIGH,SYNTHETIC
CMP-003793,2026-01-14T09:58:54+00:00,Investment,5148.52,Tamil Nadu,Coimbatore,Citizen App,ENT-007909,LOW,SYNTHETIC
CMP-003794,2026-03-31T19:21:32+00:00,Impersonation,13798.02,Maharashtra,Thane,Bank Referral,ENT-002170,LOW,SYNTHETIC
CMP-003795,2026-02-16T07:46:15+00:00,Marketplace,505860.49,Telangana,Hyderabad,1930,ENT-010491,MEDIUM,SYNTHETIC
CMP-003796,2026-01-10T17:51:37+00:00,Loan Scam,1753.98,Rajasthan,Kota,1930,ENT-002466,MEDIUM,SYNTHETIC
CMP-003797,2026-05-15T17:16:27+00:00,Impersonation,27431.41,Tamil Nadu,Coimbatore,Portal,ENT-009010,LOW,SYNTHETIC
CMP-003798,2026-03-22T09:06:30+00:00,Loan Scam,9197.17,Madhya Pradesh,Indore,Police Station,ENT-011513,MEDIUM,SYNTHETIC
CMP-003799,2026-01-09T21:51:07+00:00,UPI,14836.66,Delhi,South East Delhi,Police Station,ENT-011716,MEDIUM,SYNTHETIC
CMP-003800,2026-04-27T01:39:12+00:00,UPI,2511.56,Telangana,Warangal,Bank Referral,ENT-005968,LOW,SYNTHETIC
CMP-003801,2026-05-31T12:27:55+00:00,UPI,147042.68,Madhya Pradesh,Indore,Police Station,ENT-008234,LOW,SYNTHETIC
CMP-003802,2026-03-12T16:33:57+00:00,Phishing,5438.44,Rajasthan,Udaipur,Police Station,ENT-011825,HIGH,SYNTHETIC
CMP-003803,2026-04-23T13:13:24+00:00,Phishing,4512.03,Karnataka,Bengaluru Urban,Citizen App,ENT-002487,MEDIUM,SYNTHETIC
CMP-003804,2026-03-30T12:57:47+00:00,Remote Access,6398.72,Tamil Nadu,Coimbatore,Bank Referral,ENT-011735,LOW,SYNTHETIC
CMP-003805,2026-02-05T19:31:26+00:00,Remote Access,8273.03,Maharashtra,Mumbai,Police Station,ENT-004511,MEDIUM,SYNTHETIC
CMP-003806,2026-01-13T01:22:25+00:00,Remote Access,4137.57,Rajasthan,Jaipur,1930,ENT-000918,LOW,SYNTHETIC
CMP-003807,2026-03-10T05:49:21+00:00,Card Fraud,2546.8,Madhya Pradesh,Jabalpur,1930,ENT-004174,HIGH,SYNTHETIC
CMP-003808,2026-02-25T22:17:39+00:00,Impersonation,8275.79,Bihar,Gaya,Citizen App,ENT-000526,HIGH,SYNTHETIC
CMP-003809,2026-04-15T05:34:11+00:00,Marketplace,120348.43,Delhi,New Delhi,Bank Referral,ENT-010290,LOW,SYNTHETIC
CMP-003810,2026-04-27T13:26:37+00:00,Remote Access,3392.98,Telangana,Warangal,Citizen App,ENT-003007,HIGH,SYNTHETIC
CMP-003811,2026-06-13T02:20:42+00:00,Card Fraud,524.57,Rajasthan,Jaipur,Police Station,ENT-002589,LOW,SYNTHETIC
CMP-003812,2026-05-06T02:54:14+00:00,Remote Access,4715.99,Maharashtra,Nagpur,Portal,ENT-004578,HIGH,SYNTHETIC
CMP-003813,2026-04-08T07:04:09+00:00,Loan Scam,10632.31,Karnataka,Bengaluru Urban,Police Station,ENT-006965,MEDIUM,SYNTHETIC
CMP-003814,2026-01-04T03:39:50+00:00,Marketplace,2888.49,Telangana,Nizamabad,1930,ENT-011445,MEDIUM,SYNTHETIC
CMP-003815,2026-05-25T23:24:20+00:00,Card Fraud,3233.86,Tamil Nadu,Madurai,Bank Referral,ENT-006315,LOW,SYNTHETIC
CMP-003816,2026-03-23T16:52:58+00:00,Investment,7689.98,Delhi,South East Delhi,Portal,ENT-004723,HIGH,SYNTHETIC
CMP-003817,2026-03-14T03:31:07+00:00,UPI,25503.27,Maharashtra,Pune,1930,ENT-001237,HIGH,SYNTHETIC
CMP-003818,2026-06-24T07:53:12+00:00,Investment,44758.78,Maharashtra,Mumbai,Portal,ENT-005754,LOW,SYNTHETIC
CMP-003819,2026-01-25T05:05:00+00:00,Marketplace,13749.65,Rajasthan,Jaipur,Bank Referral,ENT-005008,HIGH,SYNTHETIC
CMP-003820,2026-06-10T00:27:44+00:00,Marketplace,1816.28,Uttar Pradesh,Jaunpur,Bank Referral,ENT-000652,MEDIUM,SYNTHETIC
CMP-003821,2026-06-28T16:15:08+00:00,Impersonation,14331.77,Bihar,Muzaffarpur,Citizen App,ENT-002669,HIGH,SYNTHETIC
CMP-003822,2026-03-29T21:41:15+00:00,Remote Access,4247.05,Madhya Pradesh,Indore,Portal,ENT-008332,LOW,SYNTHETIC
CMP-003823,2026-04-26T21:02:11+00:00,UPI,10200.59,Bihar,Gaya,Bank Referral,ENT-006513,LOW,SYNTHETIC
CMP-003824,2026-02-14T10:19:19+00:00,Remote Access,5519.49,Tamil Nadu,Coimbatore,1930,ENT-010220,LOW,SYNTHETIC
CMP-003825,2026-04-18T02:14:19+00:00,Marketplace,40897.23,Telangana,Nizamabad,Portal,ENT-001811,MEDIUM,SYNTHETIC
CMP-003826,2026-03-01T20:27:48+00:00,Remote Access,24428.69,Delhi,South East Delhi,Bank Referral,ENT-002726,HIGH,SYNTHETIC
CMP-003827,2026-03-14T07:55:43+00:00,Marketplace,1646.69,Delhi,West Delhi,Bank Referral,ENT-002714,LOW,SYNTHETIC
CMP-003828,2026-02-14T15:22:08+00:00,UPI,3323.05,Tamil Nadu,Coimbatore,Police Station,ENT-006451,HIGH,SYNTHETIC
CMP-003829,2026-06-10T08:15:35+00:00,Investment,51228.49,Bihar,Patna,Portal,ENT-007227,MEDIUM,SYNTHETIC
CMP-003830,2026-01-27T09:37:34+00:00,Card Fraud,14946.41,Bihar,Patna,Portal,ENT-011921,HIGH,SYNTHETIC
CMP-003831,2026-02-27T06:57:27+00:00,Loan Scam,3822.48,Delhi,New Delhi,Police Station,ENT-006246,HIGH,SYNTHETIC
CMP-003832,2026-04-09T04:17:46+00:00,Card Fraud,1140.58,Telangana,Warangal,Citizen App,ENT-010887,HIGH,SYNTHETIC
CMP-003833,2026-03-12T16:49:33+00:00,Remote Access,1616.45,Madhya Pradesh,Jabalpur,Portal,ENT-007727,LOW,SYNTHETIC
CMP-003834,2026-02-04T09:38:57+00:00,Remote Access,1427.22,Bihar,Patna,Citizen App,ENT-005686,MEDIUM,SYNTHETIC
CMP-003835,2026-05-08T16:22:37+00:00,UPI,13213.76,Maharashtra,Thane,1930,ENT-011306,HIGH,SYNTHETIC
CMP-003836,2026-06-08T22:45:36+00:00,Loan Scam,18765.83,West Bengal,North 24 Parganas,Police Station,ENT-011619,HIGH,SYNTHETIC
CMP-003837,2026-03-03T13:46:02+00:00,Marketplace,73586.92,Karnataka,Bengaluru Urban,Bank Referral,ENT-008129,HIGH,SYNTHETIC
CMP-003838,2026-05-26T14:23:25+00:00,Marketplace,5722.32,Bihar,Gaya,1930,ENT-004233,HIGH,SYNTHETIC
CMP-003839,2026-01-16T23:21:39+00:00,UPI,28108.89,West Bengal,North 24 Parganas,Citizen App,ENT-004407,LOW,SYNTHETIC
