alert_id,complaint_id,created_at,status,severity,policy_version
ALT-004990,CMP-004990,2026-04-09T22:33:47+00:00,ACTIONED,LOW,POLICY-v1
ALT-004991,CMP-004991,2026-04-06T01:51:23+00:00,ACTIONED,LOW,POLICY-v1
ALT-004992,CMP-004992,2026-06-23T15:49:32+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-004993,CMP-004993,2026-01-09T03:53:28+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-004994,CMP-004994,2026-02-21T14:08:25+00:00,PENDING,HIGH,POLICY-v1
ALT-004995,CMP-004995,2026-03-08T02:02:59+00:00,PENDING,HIGH,POLICY-v1
ALT-004996,CMP-004996,2026-01-14T09:30:51+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-004997,CMP-004997,2026-02-10T16:24:19+00:00,ACTIONED,LOW,POLICY-v1
ALT-004998,CMP-004998,2026-01-25T06:56:24+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-004999,CMP-004999,2026-01-26T00:09:42+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005000,CMP-005000,2026-04-28T13:18:29+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005001,CMP-005001,2026-06-09T10:02:45+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005002,CMP-005002,2026-02-10T03:34:33+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005003,CMP-005003,2026-03-24T01:53:57+00:00,EXPIRED,HIGH,POLICY-v1
ALT-005004,CMP-005004,2026-04-13T12:55:58+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005005,CMP-005005,2026-01-04T19:04:47+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005006,CMP-005006,2026-01-27T23:28:15+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-005007,CMP-005007,2026-03-09T03:00:20+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005008,CMP-005008,2026-06-23T09:18:21+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005009,CMP-005009,2026-04-05T19:31:20+00:00,PENDING,HIGH,POLICY-v1
ALT-005010,CMP-005010,2026-05-03T21:30:39+00:00,EXPIRED,HIGH,POLICY-v1
ALT-005011,CMP-005011,2026-05-25T15:19:39+00:00,EXPIRED,HIGH,POLICY-v1
ALT-005012,CMP-005012,2026-01-06T16:25:06+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005013,CMP-005013,2026-02-01T15:44:47+00:00,PENDING,MEDIUM,POLICY-v1
ALT-005014,CMP-005014,2026-05-31T08:34:31+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005015,CMP-005015,2026-04-02T01:22:03+00:00,ACTIONED,LOW,POLICY-v1
ALT-005016,CMP-005016,2026-03-02T19:42:52+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005017,CMP-005017,2026-04-26T06:10:50+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005018,CMP-005018,2026-04-18T06:35:07+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005019,CMP-005019,2026-03-26T13:42:25+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005020,CMP-005020,2026-06-19T05:38:36+00:00,ACTIONED,LOW,POLICY-v1
ALT-005021,CMP-005021,2026-04-02T08:10:22+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005022,CMP-005022,2026-01-09T06:27:09+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005023,CMP-005023,2026-04-27T11:55:07+00:00,ACTIONED,LOW,POLICY-v1
ALT-005024,CMP-005024,2026-01-16T09:31:14+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005025,CMP-005025,2026-01-20T23:53:10+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005026,CMP-005026,2026-03-29T23:15:55+00:00,PENDING,HIGH,POLICY-v1
ALT-005027,CMP-005027,2026-04-01T09:21:51+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005028,CMP-005028,2026-06-10T01:06:03+00:00,PENDING,HIGH,POLICY-v1
ALT-005029,CMP-005029,2026-01-17T10:27:48+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005030,CMP-005030,2026-03-24T21:09:54+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-005031,CMP-005031,2026-02-11T02:25:04+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005032,CMP-005032,2026-01-17T05:28:12+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005033,CMP-005033,2026-04-22T10:40:15+00:00,EXPIRED,HIGH,POLICY-v1
ALT-005034,CMP-005034,2026-03-21T07:38:04+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005035,CMP-005035,2026-04-13T04:59:54+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005036,CMP-005036,2026-05-05T21:19:19+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005037,CMP-005037,2026-04-26T18:12:19+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005038,CMP-005038,2026-05-08T15:10:03+00:00,ACTIONED,LOW,POLICY-v1
ALT-005039,CMP-005039,2026-02-27T22:46:29+00:00,ACTIONED,LOW,POLICY-v1
ALT-005040,CMP-005040,2026-03-07T12:48:55+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-005041,CMP-005041,2026-03-18T17:48:22+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005042,CMP-005042,2026-02-15T13:43:28+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005043,CMP-005043,2026-04-05T19:36:57+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005044,CMP-005044,2026-01-02T22:16:15+00:00,PENDING,HIGH,POLICY-v1
ALT-005045,CMP-005045,2026-02-26T21:57:47+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005046,CMP-005046,2026-06-05T05:11:08+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005047,CMP-005047,2026-01-06T22:01:03+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005048,CMP-005048,2026-02-13T03:06:14+00:00,PENDING,HIGH,POLICY-v1
ALT-005049,CMP-005049,2026-05-14T04:30:46+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005050,CMP-005050,2026-05-01T15:36:13+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005051,CMP-005051,2026-01-12T05:11:33+00:00,EXPIRED,LOW,POLICY-v1
ALT-005052,CMP-005052,2026-01-09T00:14:59+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005053,CMP-005053,2026-02-21T06:20:09+00:00,ACTIONED,LOW,POLICY-v1
ALT-005054,CMP-005054,2026-03-06T05:10:52+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005055,CMP-005055,2026-02-08T11:41:30+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005056,CMP-005056,2026-04-29T21:22:04+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005057,CMP-005057,2026-05-11T01:18:46+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005058,CMP-005058,2026-02-09T22:52:56+00:00,ACTIONED,LOW,POLICY-v1
ALT-005059,CMP-005059,2026-03-29T17:23:05+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005060,CMP-005060,2026-04-30T15:45:46+00:00,EXPIRED,HIGH,POLICY-v1
ALT-005061,CMP-005061,2026-05-23T13:28:03+00:00,EXPIRED,LOW,POLICY-v1
ALT-005062,CMP-005062,2026-02-13T14:48:19+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-005063,CMP-005063,2026-02-26T16:01:32+00:00,EXPIRED,HIGH,POLICY-v1
ALT-005064,CMP-005064,2026-01-20T04:08:16+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005065,CMP-005065,2026-01-14T05:06:12+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005066,CMP-005066,2026-06-20T03:47:11+00:00,ACTIONED,LOW,POLICY-v1
ALT-005067,CMP-005067,2026-02-10T20:47:29+00:00,EXPIRED,LOW,POLICY-v1
ALT-005068,CMP-005068,2026-02-02T15:13:07+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005069,CMP-005069,2026-03-20T02:43:38+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005070,CMP-005070,2026-03-11T03:19:11+00:00,PENDING,MEDIUM,POLICY-v1
ALT-005071,CMP-005071,2026-04-14T05:16:15+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005072,CMP-005072,2026-01-10T14:20:48+00:00,EXPIRED,HIGH,POLICY-v1
ALT-005073,CMP-005073,2026-01-01T16:23:24+00:00,PENDING,LOW,POLICY-v1
ALT-005074,CMP-005074,2026-03-03T07:14:37+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-005075,CMP-005075,2026-03-04T00:28:44+00:00,ACTIONED,LOW,POLICY-v1
ALT-005076,CMP-005076,2026-04-06T06:06:24+00:00,ACTIONED,LOW,POLICY-v1
ALT-005077,CMP-005077,2026-06-05T12:04:21+00:00,PENDING,LOW,POLICY-v1
ALT-005078,CMP-005078,2026-04-20T10:22:26+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005079,CMP-005079,2026-03-09T17:43:47+00:00,ACTIONED,LOW,POLICY-v1
ALT-005080,CMP-005080,2026-04-26T07:41:19+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005081,CMP-005081,2026-06-24T11:17:17+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005082,CMP-005082,2026-06-17T09:09:08+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005083,CMP-005083,2026-06-28T05:51:08+00:00,PENDING,MEDIUM,POLICY-v1
ALT-005084,CMP-005084,2026-03-20T06:36:59+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005085,CMP-005085,2026-04-11T17:49:46+00:00,PENDING,MEDIUM,POLICY-v1
ALT-005086,CMP-005086,2026-04-07T17:46:47+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005087,CMP-005087,2026-05-24T23:15:30+00:00,PENDING,HIGH,POLICY-v1
ALT-005088,CMP-005088,2026-03-10T10:04:43+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005089,CMP-005089,2026-02-19T21:13:38+00:00,PENDING,HIGH,POLICY-v1
ALT-005090,CMP-005090,2026-01-06T00:11:32+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005091,CMP-005091,2026-05-13T17:55:08+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005092,CMP-005092,2026-03-05T15:57:45+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005093,CMP-005093,2026-05-24T06:18:34+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005094,CMP-005094,2026-04-28T12:44:53+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005095,CMP-005095,2026-05-15T07:33:33+00:00,ACTIONED,LOW,POLICY-v1
ALT-005096,CMP-005096,2026-05-02T12:22:54+00:00,PENDING,HIGH,POLICY-v1
ALT-005097,CMP-005097,2026-04-11T18:59:00+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005098,CMP-005098,2026-01-12T23:10:00+00:00,PENDING,LOW,POLICY-v1
ALT-005099,CMP-005099,2026-03-14T17:05:40+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005100,CMP-005100,2026-01-20T11:19:26+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005101,CMP-005101,2026-06-21T22:04:20+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005102,CMP-005102,2026-01-14T23:31:57+00:00,ACTIONED,LOW,POLICY-v1
ALT-005103,CMP-005103,2026-01-25T09:41:58+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005104,CMP-005104,2026-04-22T22:17:25+00:00,EXPIRED,HIGH,POLICY-v1
ALT-005105,CMP-005105,2026-06-17T09:12:12+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005106,CMP-005106,2026-03-19T13:50:41+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005107,CMP-005107,2026-04-05T01:49:24+00:00,EXPIRED,LOW,POLICY-v1
ALT-005108,CMP-005108,2026-03-17T23:31:38+00:00,PENDING,MEDIUM,POLICY-v1
ALT-005109,CMP-005109,2026-04-11T20:39:01+00:00,PENDING,HIGH,POLICY-v1
ALT-005110,CMP-005110,2026-05-02T19:55:32+00:00,PENDING,MEDIUM,POLICY-v1
ALT-005111,CMP-005111,2026-03-28T21:57:43+00:00,ACTIONED,LOW,POLICY-v1
ALT-005112,CMP-005112,2026-06-26T20:39:05+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005113,CMP-005113,2026-05-07T04:05:05+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005114,CMP-005114,2026-05-20T12:25:47+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005115,CMP-005115,2026-06-23T08:37:51+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005116,CMP-005116,2026-05-25T11:17:17+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005117,CMP-005117,2026-05-17T11:31:38+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005118,CMP-005118,2026-03-01T14:42:07+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005119,CMP-005119,2026-02-13T06:53:16+00:00,EXPIRED,HIGH,POLICY-v1
ALT-005120,CMP-005120,2026-06-29T20:07:15+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005121,CMP-005121,2026-06-05T19:03:35+00:00,PENDING,LOW,POLICY-v1
ALT-005122,CMP-005122,2026-02-19T16:07:41+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005123,CMP-005123,2026-04-09T01:11:04+00:00,PENDING,LOW,POLICY-v1
ALT-005124,CMP-005124,2026-04-25T06:51:31+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005125,CMP-005125,2026-06-29T03:05:22+00:00,PENDING,LOW,POLICY-v1
ALT-005126,CMP-005126,2026-02-02T15:38:54+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005127,CMP-005127,2026-02-17T18:48:48+00:00,ACTIONED,LOW,POLICY-v1
ALT-005128,CMP-005128,2026-05-04T09:39:02+00:00,EXPIRED,LOW,POLICY-v1
ALT-005129,CMP-005129,2026-06-22T15:45:19+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005130,CMP-005130,2026-02-28T17:45:41+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005131,CMP-005131,2026-03-16T12:26:07+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005132,CMP-005132,2026-06-25T22:36:36+00:00,ACTIONED,LOW,POLICY-v1
ALT-005133,CMP-005133,2026-04-29T23:05:45+00:00,ACTIONED,LOW,POLICY-v1
ALT-005134,CMP-005134,2026-03-14T14:30:52+00:00,PENDING,MEDIUM,POLICY-v1
ALT-005135,CMP-005135,2026-03-07T12:02:10+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005136,CMP-005136,2026-04-11T03:36:44+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005137,CMP-005137,2026-05-16T13:08:58+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005138,CMP-005138,2026-05-19T00:07:00+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005139,CMP-005139,2026-03-09T21:11:35+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005140,CMP-005140,2026-03-31T20:39:52+00:00,PENDING,MEDIUM,POLICY-v1
ALT-005141,CMP-005141,2026-02-08T02:17:22+00:00,ACTIONED,LOW,POLICY-v1
ALT-005142,CMP-005142,2026-02-13T11:19:24+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005143,CMP-005143,2026-06-24T02:12:29+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005144,CMP-005144,2026-02-05T01:46:29+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005145,CMP-005145,2026-05-19T09:14:05+00:00,ACTIONED,LOW,POLICY-v1
ALT-005146,CMP-005146,2026-06-22T17:19:21+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005147,CMP-005147,2026-04-09T04:36:27+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005148,CMP-005148,2026-05-16T19:06:06+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005149,CMP-005149,2026-05-22T00:49:02+00:00,ACTIONED,LOW,POLICY-v1
ALT-005150,CMP-005150,2026-02-09T03:00:51+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005151,CMP-005151,2026-04-14T21:09:00+00:00,ACTIONED,LOW,POLICY-v1
ALT-005152,CMP-005152,2026-03-14T15:35:46+00:00,PENDING,HIGH,POLICY-v1
ALT-005153,CMP-005153,2026-04-06T16:14:06+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005154,CMP-005154,2026-06-20T16:58:08+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-005155,CMP-005155,2026-01-04T22:36:27+00:00,PENDING,MEDIUM,POLICY-v1
ALT-005156,CMP-005156,2026-05-01T12:33:41+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005157,CMP-005157,2026-01-01T02:30:20+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005158,CMP-005158,2026-06-18T20:57:55+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005159,CMP-005159,2026-02-18T08:47:46+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005160,CMP-005160,2026-06-22T20:39:16+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005161,CMP-005161,2026-01-23T01:53:03+00:00,ACTIONED,LOW,POLICY-v1
ALT-005162,CMP-005162,2026-06-23T03:37:47+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005163,CMP-005163,2026-03-20T00:46:50+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005164,CMP-005164,2026-04-19T18:37:25+00:00,ACTIONED,LOW,POLICY-v1
ALT-005165,CMP-005165,2026-04-23T14:26:57+00:00,PENDING,LOW,POLICY-v1
ALT-005166,CMP-005166,2026-01-31T14:59:03+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005167,CMP-005167,2026-06-27T14:05:07+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005168,CMP-005168,2026-01-22T23:44:14+00:00,PENDING,HIGH,POLICY-v1
ALT-005169,CMP-005169,2026-06-27T17:01:09+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005170,CMP-005170,2026-04-27T02:17:02+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005171,CMP-005171,2026-02-02T17:40:52+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005172,CMP-005172,2026-04-12T13:11:47+00:00,PENDING,LOW,POLICY-v1
ALT-005173,CMP-005173,2026-01-28T04:21:21+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005174,CMP-005174,2026-06-18T16:33:47+00:00,PENDING,MEDIUM,POLICY-v1
ALT-005175,CMP-005175,2026-06-24T20:03:10+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-005176,CMP-005176,2026-03-16T21:40:01+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005177,CMP-005177,2026-05-23T22:39:11+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005178,CMP-005178,2026-01-05T06:48:42+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-005179,CMP-005179,2026-01-11T02:33:51+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005180,CMP-005180,2026-01-23T04:32:55+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005181,CMP-005181,2026-04-05T14:53:59+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005182,CMP-005182,2026-04-20T02:20:35+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005183,CMP-005183,2026-04-25T11:02:56+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005184,CMP-005184,2026-04-21T02:49:35+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005185,CMP-005185,2026-05-12T23:05:42+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005186,CMP-005186,2026-05-25T20:18:51+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005187,CMP-005187,2026-03-12T17:57:52+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005188,CMP-005188,2026-06-12T18:56:04+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005189,CMP-005189,2026-06-12T19:29:19+00:00,PENDING,HIGH,POLICY-v1
ALT-005190,CMP-005190,2026-01-21T00:20:26+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-005191,CMP-005191,2026-01-24T01:19:55+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005192,CMP-005192,2026-03-18T18:18:06+00:00,PENDING,HIGH,POLICY-v1
ALT-005193,CMP-005193,2026-05-17T16:30:41+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005194,CMP-005194,2026-05-09T22:39:51+00:00,PENDING,HIGH,POLICY-v1
ALT-005195,CMP-005195,2026-02-08T19:06:13+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005196,CMP-005196,2026-06-13T03:15:11+00:00,PENDING,MEDIUM,POLICY-v1
ALT-005197,CMP-005197,2026-05-09T03:45:35+00:00,PENDING,LOW,POLICY-v1
ALT-005198,CMP-005198,2026-05-19T02:20:58+00:00,EXPIRED,LOW,POLICY-v1
ALT-005199,CMP-005199,2026-04-24T08:07:54+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005200,CMP-005200,2026-02-08T13:38:40+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005201,CMP-005201,2026-01-23T06:18:56+00:00,ACTIONED,LOW,POLICY-v1
ALT-005202,CMP-005202,2026-03-31T20:38:57+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005203,CMP-005203,2026-03-06T13:57:07+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005204,CMP-005204,2026-05-22T13:01:08+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-005205,CMP-005205,2026-05-19T09:57:44+00:00,ACTIONED,LOW,POLICY-v1
ALT-005206,CMP-005206,2026-06-02T04:17:31+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005207,CMP-005207,2026-05-13T20:16:22+00:00,ACTIONED,LOW,POLICY-v1
ALT-005208,CMP-005208,2026-04-27T02:19:02+00:00,ACTIONED,LOW,POLICY-v1
ALT-005209,CMP-005209,2026-02-09T02:28:27+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005210,CMP-005210,2026-06-28T08:44:55+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005211,CMP-005211,2026-03-25T05:01:05+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005212,CMP-005212,2026-03-19T22:50:10+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005213,CMP-005213,2026-03-22T04:40:13+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005214,CMP-005214,2026-06-13T04:48:43+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005215,CMP-005215,2026-01-21T11:02:21+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005216,CMP-005216,2026-06-20T18:23:52+00:00,ACTIONED,LOW,POLICY-v1
ALT-005217,CMP-005217,2026-05-21T17:55:01+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005218,CMP-005218,2026-03-13T19:35:06+00:00,EXPIRED,LOW,POLICY-v1
ALT-005219,CMP-005219,2026-05-21T14:08:00+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005220,CMP-005220,2026-06-07T07:20:19+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005221,CMP-005221,2026-03-20T17:31:33+00:00,PENDING,LOW,POLICY-v1
ALT-005222,CMP-005222,2026-03-17T08:29:53+00:00,ACTIONED,LOW,POLICY-v1
ALT-005223,CMP-005223,2026-05-22T14:06:33+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005224,CMP-005224,2026-02-21T02:46:33+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005225,CMP-005225,2026-03-30T21:04:19+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005226,CMP-005226,2026-06-03T19:24:30+00:00,ACTIONED,LOW,POLICY-v1
ALT-005227,CMP-005227,2026-03-15T03:15:35+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005228,CMP-005228,2026-06-24T12:34:55+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005229,CMP-005229,2026-05-01T14:58:43+00:00,PENDING,LOW,POLICY-v1
ALT-005230,CMP-005230,2026-05-12T02:58:24+00:00,PENDING,MEDIUM,POLICY-v1
ALT-005231,CMP-005231,2026-05-18T18:16:12+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005232,CMP-005232,2026-04-05T02:51:52+00:00,PENDING,LOW,POLICY-v1
ALT-005233,CMP-005233,2026-01-30T03:12:45+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005234,CMP-005234,2026-01-06T05:46:33+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005235,CMP-005235,2026-02-14T08:26:58+00:00,ACTIONED,LOW,POLICY-v1
ALT-005236,CMP-005236,2026-02-26T22:30:44+00:00,ACTIONED,LOW,POLICY-v1
ALT-005237,CMP-005237,2026-01-08T09:28:19+00:00,ACTIONED,LOW,POLICY-v1
ALT-005238,CMP-005238,2026-02-16T23:51:29+00:00,ACTIONED,LOW,POLICY-v1
ALT-005239,CMP-005239,2026-05-18T07:37:23+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005240,CMP-005240,2026-05-01T20:46:16+00:00,ACTIONED,LOW,POLICY-v1
ALT-005241,CMP-005241,2026-03-13T23:09:35+00:00,EXPIRED,MEDIUM,POLICY-v1
ALT-005242,CMP-005242,2026-01-03T14:28:54+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005243,CMP-005243,2026-01-21T09:49:20+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005244,CMP-005244,2026-06-09T08:59:57+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005245,CMP-005245,2026-03-02T23:52:58+00:00,ACKNOWLEDGED,MEDIUM,POLICY-v1
ALT-005246,CMP-005246,2026-01-01T16:26:20+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
ALT-005247,CMP-005247,2026-01-13T05:12:56+00:00,PENDING,MEDIUM,POLICY-v1
ALT-005248,CMP-005248,2026-02-26T09:09:17+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005249,CMP-005249,2026-01-11T08:35:47+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005250,CMP-005250,2026-05-15T12:53:20+00:00,ACTIONED,LOW,POLICY-v1
ALT-005251,CMP-005251,2026-06-13T20:35:23+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005252,CMP-005252,2026-02-26T02:05:22+00:00,ACTIONED,HIGH,POLICY-v1
ALT-005253,CMP-005253,2026-04-17T16:48:02+00:00,ACTIONED,MEDIUM,POLICY-v1
ALT-005254,CMP-005254,2026-05-23T14:19:23+00:00,EXPIRED,HIGH,POLICY-v1
ALT-005255,CMP-005255,2026-02-10T10:22:09+00:00,ACKNOWLEDGED,LOW,POLICY-v1
ALT-005256,CMP-005256,2026-04-28T13:21:11+00:00,EXPIRED,LOW,POLICY-v1
ALT-005257,CMP-005257,2026-02-19T03:24:25+00:00,ACKNOWLEDGED,HIGH,POLICY-v1
