endpoint_id,endpoint_type,state,district,latitude,longitude,h3_cell
EP-00616,ATM,Rajasthan,Jaipur,16.23285,86.402097,H3-3899816164636
EP-00617,POS_Cashback,Uttar Pradesh,Kanpur Nagar,11.398005,86.635942,H3-7438454629787
EP-00618,ATM,Madhya Pradesh,Jabalpur,11.182827,71.60012,H3-5844503669168
EP-00619,ATM,West Bengal,North 24 Parganas,25.038657,79.869633,H3-7674659079602
EP-00620,ATM,Uttar Pradesh,Kanpur Nagar,26.824778,77.539181,H3-5126248543055
EP-00621,Merchant_QR,Uttar Pradesh,Jaunpur,23.030415,73.930248,H3-2130805647823
EP-00622,ATM,Madhya Pradesh,Indore,21.161122,84.751538,H3-3888477668873
EP-00623,Prepaid,Delhi,New Delhi,15.916534,69.262683,H3-9026959488730
EP-00624,ATM,Delhi,North East Delhi,27.180148,79.956685,H3-9047920771510
EP-00625,AePS_BC,Delhi,New Delhi,14.290951,84.126098,H3-5579290316516
EP-00626,ATM,Karnataka,Mysuru,29.669155,75.217595,H3-6826820851711
EP-00627,AePS_BC,West Bengal,Kolkata,28.612771,78.835737,H3-6741421737258
EP-00628,ATM,Uttar Pradesh,Varanasi,20.062643,78.796683,H3-2218457856107
EP-00629,POS_Cashback,Telangana,Nizamabad,15.972715,85.656113,H3-8500615990009
EP-00630,Bank_Branch,Telangana,Nizamabad,18.061786,68.259049,H3-2069687694447
EP-00631,ATM,Tamil Nadu,Coimbatore,17.37714,72.730777,H3-8895395903257
EP-00632,Merchant_QR,Madhya Pradesh,Bhopal,11.914604,72.6018,H3-4401616499998
EP-00633,Crypto_P2P,Rajasthan,Udaipur,10.082148,74.845424,H3-2610513787969
EP-00634,AePS_BC,Madhya Pradesh,Bhopal,12.78161,79.689607,H3-8699268269219
EP-00635,ATM,Madhya Pradesh,Indore,25.730957,81.935292,H3-7409725397398
EP-00636,Crypto_P2P,Rajasthan,Udaipur,27.65753,76.313874,H3-6389527647385
EP-00637,ATM,Telangana,Hyderabad,25.612055,84.174528,H3-9879023615509
EP-00638,POS_Cashback,Rajasthan,Jodhpur,21.220886,86.370608,H3-6850440953474
EP-00639,ATM,Delhi,West Delhi,9.564479,85.582983,H3-2855745384492
EP-00640,AePS_BC,Tamil Nadu,Coimbatore,13.738003,79.72174,H3-6266878918157
EP-00641,AePS_BC,Bihar,Bhagalpur,8.3741,84.905476,H3-1292735483795
EP-00642,AePS_BC,Tamil Nadu,Coimbatore,29.569862,68.376224,H3-5951041111106
EP-00643,Merchant_QR,Karnataka,Bengaluru Urban,15.288505,82.27741,H3-6025754303877
EP-00644,Merchant_QR,Bihar,Bhagalpur,23.51102,75.674992,H3-2368620749695
EP-00645,Bank_Branch,Maharashtra,Nashik,22.689296,81.20804,H3-5432000645187
EP-00646,AePS_BC,Rajasthan,Kota,9.682617,74.967771,H3-1510539938808
EP-00647,Merchant_QR,Telangana,Hyderabad,15.02102,79.211931,H3-1319276001520
EP-00648,Merchant_QR,Delhi,West Delhi,25.296169,73.606057,H3-4021899330327
EP-00649,POS_Cashback,Karnataka,Mysuru,25.572909,81.267778,H3-9885860003586
EP-00650,POS_Cashback,West Bengal,Howrah,25.649358,84.74601,H3-5996020678458
EP-00651,AePS_BC,Uttar Pradesh,Jaunpur,13.82831,69.334704,H3-9910535312518
EP-00652,AePS_BC,Tamil Nadu,Madurai,29.084288,82.330981,H3-8787045863427
EP-00653,Merchant_QR,Delhi,New Delhi,11.253648,68.173515,H3-2120390434337
EP-00654,Merchant_QR,Uttar Pradesh,Kanpur Nagar,27.290342,84.15029,H3-6888162808621
EP-00655,ATM,Madhya Pradesh,Jabalpur,30.318091,80.978967,H3-8749762531500
EP-00656,Merchant_QR,Bihar,Gaya,17.039652,69.316825,H3-8586178495621
EP-00657,ATM,Delhi,South East Delhi,8.236948,73.854135,H3-2237282375754
EP-00658,AePS_BC,Tamil Nadu,Madurai,26.465928,76.66093,H3-6120409815486
EP-00659,AePS_BC,Karnataka,Mysuru,20.141429,81.527632,H3-9401407288584
EP-00660,ATM,Delhi,North East Delhi,12.793725,71.63743,H3-8916386605561
EP-00661,ATM,Tamil Nadu,Coimbatore,17.930686,79.298029,H3-4380971872681
EP-00662,AePS_BC,Tamil Nadu,Coimbatore,9.040866,78.58073,H3-3407437158158
EP-00663,POS_Cashback,Telangana,Nizamabad,23.247363,84.495125,H3-6978045773306
EP-00664,AePS_BC,Karnataka,Bengaluru Urban,16.353439,84.915223,H3-2109853786198
EP-00665,ATM,Karnataka,Mangaluru,26.958842,79.898194,H3-1299435956735
EP-00666,Merchant_QR,Madhya Pradesh,Bhopal,14.663794,86.621937,H3-7999712222292
EP-00667,Merchant_QR,Maharashtra,Mumbai,8.679714,79.808399,H3-2508806134867
EP-00668,Prepaid,Telangana,Hyderabad,22.240203,79.0354,H3-9175879752023
EP-00669,ATM,Rajasthan,Udaipur,28.835166,85.278607,H3-5831715304786
EP-00670,POS_Cashback,Karnataka,Bengaluru Urban,23.416651,87.975688,H3-6167727147762
EP-00671,ATM,Rajasthan,Jaipur,21.11451,80.803386,H3-3701648124937
EP-00672,AePS_BC,Delhi,South East Delhi,26.146866,68.334151,H3-2293106840799
EP-00673,ATM,Tamil Nadu,Coimbatore,28.47181,71.388279,H3-8460253366903
EP-00674,Prepaid,Karnataka,Mysuru,24.183923,86.440738,H3-9225351343984
EP-00675,Bank_Branch,West Bengal,Howrah,27.380083,78.873815,H3-5844891364480
EP-00676,ATM,Bihar,Gaya,8.902689,78.039359,H3-5474604924623
EP-00677,Merchant_QR,Maharashtra,Pune,10.994152,77.17508,H3-6546801409451
EP-00678,Bank_Branch,Tamil Nadu,Coimbatore,12.853543,82.054446,H3-5626947642917
EP-00679,AePS_BC,Bihar,Muzaffarpur,19.635239,85.969434,H3-2957122905295
EP-00680,AePS_BC,Delhi,New Delhi,9.093602,83.301047,H3-3508169812950
EP-00681,AePS_BC,West Bengal,Howrah,14.691239,75.797625,H3-1310627679780
EP-00682,AePS_BC,Bihar,Muzaffarpur,10.507424,71.352422,H3-7426521935900
EP-00683,Bank_Branch,Karnataka,Mysuru,23.588583,83.848256,H3-6283156331783
EP-00684,Crypto_P2P,Delhi,South East Delhi,27.300537,87.876009,H3-3446575696230
EP-00685,ATM,West Bengal,Howrah,20.689458,71.488727,H3-9494980732759
EP-00686,POS_Cashback,Telangana,Hyderabad,27.15412,70.565663,H3-3161207540419
EP-00687,AePS_BC,Maharashtra,Nagpur,14.738944,83.177549,H3-2311818401569
EP-00688,POS_Cashback,Uttar Pradesh,Gautam Buddha Nagar,20.9677,72.955698,H3-9783171357514
EP-00689,AePS_BC,Tamil Nadu,Coimbatore,23.753593,81.409585,H3-4978131198052
EP-00690,Merchant_QR,Madhya Pradesh,Indore,18.489874,88.346194,H3-6434175446981
EP-00691,ATM,Telangana,Hyderabad,27.479169,79.273937,H3-7689554970901
EP-00692,POS_Cashback,Bihar,Patna,27.279905,84.317834,H3-2707448454663
EP-00693,POS_Cashback,Bihar,Bhagalpur,8.568573,77.092725,H3-2959354438025
EP-00694,ATM,Telangana,Warangal,21.613322,81.879241,H3-6635720837376
EP-00695,ATM,Rajasthan,Udaipur,10.388254,73.426813,H3-6885922085877
EP-00696,AePS_BC,Bihar,Gaya,24.696468,84.899434,H3-2641413268668
EP-00697,Merchant_QR,Telangana,Nizamabad,25.422574,79.229783,H3-9749314248337
EP-00698,Merchant_QR,Uttar Pradesh,Varanasi,14.690743,70.557909,H3-8419711533527
EP-00699,AePS_BC,Karnataka,Mangaluru,18.866901,80.435796,H3-5182037477627
EP-00700,ATM,Tamil Nadu,Chennai,9.410569,82.08599,H3-5476799013414
EP-00701,AePS_BC,Maharashtra,Mumbai,14.389789,78.803426,H3-9200352856120
EP-00702,ATM,Uttar Pradesh,Jaunpur,16.103995,83.810746,H3-8377023327792
EP-00703,Merchant_QR,Maharashtra,Nashik,8.474333,85.562696,H3-4828141798910
EP-00704,Bank_Branch,Karnataka,Mysuru,22.020661,71.903662,H3-5999937500719
EP-00705,Merchant_QR,Rajasthan,Kota,10.343581,75.275476,H3-3682326722345
EP-00706,ATM,Bihar,Gaya,16.725019,73.345758,H3-1586474917496
EP-00707,Prepaid,Tamil Nadu,Chennai,24.046828,77.891455,H3-1488524835047
EP-00708,AePS_BC,Tamil Nadu,Madurai,22.949971,78.79678,H3-3359671066172
EP-00709,AePS_BC,Rajasthan,Udaipur,26.755147,81.771265,H3-1831306438271
EP-00710,Merchant_QR,Madhya Pradesh,Jabalpur,27.203229,86.071286,H3-9842732119191
EP-00711,AePS_BC,Bihar,Patna,14.79898,69.396992,H3-1120300772549
EP-00712,AePS_BC,Uttar Pradesh,Lucknow,14.558027,79.317122,H3-5930634589491
EP-00713,Merchant_QR,Delhi,South East Delhi,19.2532,86.23151,H3-2039903838375
EP-00714,Merchant_QR,Karnataka,Mysuru,19.390064,72.568012,H3-2012021981010
EP-00715,Merchant_QR,Madhya Pradesh,Indore,29.29213,81.704007,H3-1574814804021
EP-00716,AePS_BC,West Bengal,North 24 Parganas,21.048094,87.501372,H3-5753042644080
EP-00717,Merchant_QR,Bihar,Bhagalpur,10.937217,74.936795,H3-9531303778920
EP-00718,Prepaid,Uttar Pradesh,Varanasi,13.638978,82.853524,H3-4079236601085
EP-00719,Merchant_QR,Karnataka,Mangaluru,25.443564,84.234735,H3-2214177760016
EP-00720,AePS_BC,Telangana,Hyderabad,10.513448,83.561004,H3-2601031698446
EP-00721,Merchant_QR,Karnataka,Bengaluru Urban,29.289833,70.112027,H3-5000478839238
EP-00722,AePS_BC,Telangana,Warangal,17.139373,73.438217,H3-3036513484536
EP-00723,Bank_Branch,Delhi,West Delhi,30.249117,81.810643,H3-4046672259347
EP-00724,ATM,Karnataka,Bengaluru Urban,10.271535,69.639028,H3-3080210072877
EP-00725,ATM,Uttar Pradesh,Varanasi,11.719152,80.115197,H3-2205236664904
EP-00726,AePS_BC,Uttar Pradesh,Kanpur Nagar,21.079586,73.837404,H3-5715889184134
EP-00727,ATM,Rajasthan,Udaipur,30.033279,79.411049,H3-5416808090535
EP-00728,Merchant_QR,Maharashtra,Pune,22.664777,75.851362,H3-5710727262675
EP-00729,Crypto_P2P,West Bengal,Kolkata,23.93318,86.765363,H3-4881437441710
EP-00730,AePS_BC,Madhya Pradesh,Bhopal,27.746134,86.625963,H3-3911196633199
EP-00731,POS_Cashback,Maharashtra,Thane,18.042061,80.318951,H3-3501192879998
EP-00732,Crypto_P2P,West Bengal,North 24 Parganas,28.261319,72.723724,H3-1453722311377
EP-00733,AePS_BC,Maharashtra,Nagpur,25.474549,82.138608,H3-7137385784553
EP-00734,Merchant_QR,Uttar Pradesh,Lucknow,8.895114,85.086809,H3-1743521292220
EP-00735,AePS_BC,Telangana,Warangal,8.947202,78.388571,H3-2671505779495
EP-00736,Merchant_QR,Rajasthan,Kota,9.654242,74.860094,H3-3728028762536
EP-00737,Crypto_P2P,Telangana,Nizamabad,18.981268,74.735706,H3-1811829446464
EP-00738,Bank_Branch,Maharashtra,Pune,23.513113,83.501852,H3-5816006307937
EP-00739,Bank_Branch,Madhya Pradesh,Bhopal,16.403151,86.98979,H3-7208285778572
EP-00740,ATM,Bihar,Bhagalpur,10.309438,82.076169,H3-9611248739095
EP-00741,AePS_BC,Telangana,Nizamabad,29.042117,87.582029,H3-2359226215162
EP-00742,AePS_BC,Karnataka,Mysuru,17.849485,76.970653,H3-7137964675391
EP-00743,Merchant_QR,Karnataka,Mysuru,29.658363,86.998903,H3-1499793470969
EP-00744,Merchant_QR,Delhi,West Delhi,8.765729,78.468519,H3-1055806804851
EP-00745,ATM,Telangana,Nizamabad,20.074145,74.509408,H3-4981424939531
EP-00746,POS_Cashback,Rajasthan,Jodhpur,16.135903,83.522611,H3-4193830503596
EP-00747,ATM,Telangana,Warangal,17.475399,73.667562,H3-3161013771632
EP-00748,Merchant_QR,Telangana,Nizamabad,9.923236,82.192212,H3-7283228614579
EP-00749,Prepaid,Tamil Nadu,Coimbatore,21.116875,87.210696,H3-7332865145888
EP-00750,AePS_BC,Uttar Pradesh,Varanasi,15.18375,88.471994,H3-1012188778560
EP-00751,AePS_BC,Karnataka,Bengaluru Urban,8.764286,69.292124,H3-7241875565016
EP-00752,ATM,Karnataka,Mysuru,11.119669,73.565854,H3-7843817556169
EP-00753,ATM,Delhi,South East Delhi,23.270907,79.107796,H3-7406890754630
EP-00754,Crypto_P2P,West Bengal,Howrah,28.077963,75.527052,H3-4717254701522
EP-00755,AePS_BC,Uttar Pradesh,Jaunpur,27.214131,79.253604,H3-9236471069899
EP-00756,AePS_BC,Bihar,Bhagalpur,29.432476,79.779393,H3-4580307813651
EP-00757,Bank_Branch,Karnataka,Mysuru,23.481151,69.009387,H3-7088696524871
EP-00758,ATM,Rajasthan,Jodhpur,29.778216,80.314234,H3-3335610580371
EP-00759,ATM,Uttar Pradesh,Gautam Buddha Nagar,22.14491,69.697342,H3-3915797806273
EP-00760,Merchant_QR,West Bengal,North 24 Parganas,30.109573,71.849696,H3-5732415358594
EP-00761,POS_Cashback,Uttar Pradesh,Gautam Buddha Nagar,10.056695,74.257699,H3-4678496939177
EP-00762,POS_Cashback,Uttar Pradesh,Kanpur Nagar,24.924312,77.680242,H3-5446122728328
EP-00763,AePS_BC,West Bengal,North 24 Parganas,15.052952,75.262329,H3-2616535892113
EP-00764,AePS_BC,Bihar,Gaya,16.230403,70.405709,H3-7869865189710
EP-00765,AePS_BC,Maharashtra,Pune,23.454698,82.168099,H3-3693270189672
EP-00766,Merchant_QR,Uttar Pradesh,Jaunpur,27.581211,76.32329,H3-3821852877731
EP-00767,Merchant_QR,Madhya Pradesh,Bhopal,11.609002,78.620722,H3-6926669789503
EP-00768,Merchant_QR,Uttar Pradesh,Varanasi,18.024117,85.270062,H3-3822296640828
EP-00769,ATM,Karnataka,Mangaluru,23.678062,73.477934,H3-4877398133440
EP-00770,POS_Cashback,Maharashtra,Thane,18.994695,81.818783,H3-7726321541404
EP-00771,ATM,Maharashtra,Mumbai,24.377358,84.676507,H3-6247089740525
EP-00772,Merchant_QR,Maharashtra,Nashik,23.21499,68.967119,H3-9264577841634
EP-00773,POS_Cashback,Rajasthan,Udaipur,22.491584,83.961275,H3-7301973828065
EP-00774,Crypto_P2P,West Bengal,Kolkata,10.4524,69.776932,H3-8877326074550
EP-00775,ATM,Karnataka,Mangaluru,10.582154,76.537267,H3-1797296313350
EP-00776,AePS_BC,Rajasthan,Jaipur,21.657292,83.514068,H3-1742043636328
EP-00777,ATM,Bihar,Bhagalpur,10.914496,86.530687,H3-8900147270243
EP-00778,Crypto_P2P,West Bengal,North 24 Parganas,24.023828,68.190641,H3-9531609939367
EP-00779,Crypto_P2P,Delhi,West Delhi,17.713575,73.556062,H3-7836468461547
EP-00780,ATM,Maharashtra,Nashik,16.07025,70.48663,H3-5359494328958
EP-00781,AePS_BC,Bihar,Muzaffarpur,26.586258,82.014312,H3-8608317740536
EP-00782,AePS_BC,Madhya Pradesh,Bhopal,13.774619,73.96195,H3-9244851180933
EP-00783,AePS_BC,Uttar Pradesh,Kanpur Nagar,14.13278,78.188072,H3-5920430026796
EP-00784,Bank_Branch,Rajasthan,Jodhpur,9.21002,83.249579,H3-1910787804225
EP-00785,POS_Cashback,Madhya Pradesh,Indore,8.154923,75.090824,H3-6107091557751
EP-00786,ATM,Uttar Pradesh,Gautam Buddha Nagar,28.095753,74.940248,H3-8470722568096
EP-00787,Bank_Branch,West Bengal,Howrah,29.53191,74.457733,H3-1443224022201
EP-00788,ATM,Karnataka,Mysuru,13.466542,86.27909,H3-9845933121158
EP-00789,POS_Cashback,Karnataka,Mysuru,27.670862,86.778853,H3-1344471688627
EP-00790,Prepaid,Bihar,Gaya,26.444868,70.090143,H3-2420834713102
EP-00791,ATM,West Bengal,Kolkata,15.938583,74.899051,H3-3419715437887
EP-00792,Prepaid,Rajasthan,Kota,19.251496,77.587045,H3-4538529004218
EP-00793,Merchant_QR,Tamil Nadu,Coimbatore,23.214156,80.135448,H3-1699407301475
EP-00794,ATM,Uttar Pradesh,Jaunpur,23.213722,80.554601,H3-8100481128976
EP-00795,Bank_Branch,Madhya Pradesh,Indore,9.736888,76.015979,H3-7897409939245
EP-00796,POS_Cashback,Telangana,Warangal,12.836458,72.499165,H3-2773422824515
EP-00797,ATM,Maharashtra,Mumbai,25.330076,80.773208,H3-9054067948785
EP-00798,ATM,Bihar,Bhagalpur,13.405926,83.520399,H3-6098708405999
EP-00799,ATM,Telangana,Hyderabad,29.822394,82.807067,H3-1980031309307
EP-00800,AePS_BC,Madhya Pradesh,Bhopal,27.385321,83.760326,H3-5236350455168
EP-00801,Bank_Branch,Tamil Nadu,Coimbatore,17.53252,68.271527,H3-3044898198985
EP-00802,AePS_BC,Delhi,North East Delhi,21.458997,82.518858,H3-1165191403297
EP-00803,Prepaid,Karnataka,Bengaluru Urban,30.436323,81.015415,H3-5060141198147
EP-00804,AePS_BC,West Bengal,North 24 Parganas,20.773067,74.799963,H3-4984370408668
EP-00805,ATM,Bihar,Muzaffarpur,11.774848,79.666741,H3-7949717086986
EP-00806,Crypto_P2P,Delhi,West Delhi,22.448997,85.771358,H3-2173837015743
EP-00807,Merchant_QR,Madhya Pradesh,Bhopal,17.85465,86.370746,H3-8013846722687
EP-00808,ATM,Madhya Pradesh,Jabalpur,26.620809,77.173807,H3-7018784376777
EP-00809,POS_Cashback,West Bengal,North 24 Parganas,29.096349,81.518149,H3-5528976052035
EP-00810,AePS_BC,Delhi,West Delhi,20.051363,68.102969,H3-4068886708964
EP-00811,Merchant_QR,Karnataka,Mysuru,24.131349,85.581926,H3-3635146578707
EP-00812,Bank_Branch,Madhya Pradesh,Jabalpur,22.18035,78.940952,H3-2290143818026
EP-00813,ATM,Delhi,South East Delhi,11.355569,84.110794,H3-7256712103466
EP-00814,Bank_Branch,Uttar Pradesh,Gautam Buddha Nagar,17.12762,80.649626,H3-4442737118871
EP-00815,AePS_BC,Uttar Pradesh,Varanasi,18.031379,71.616074,H3-3855785531731
EP-00816,AePS_BC,Uttar Pradesh,Gautam Buddha Nagar,23.030923,77.536157,H3-2786564179573
EP-00817,Prepaid,Tamil Nadu,Madurai,15.858266,73.91551,H3-6414205461303
EP-00818,AePS_BC,Telangana,Warangal,9.636587,87.959494,H3-7015590024541
EP-00819,ATM,Tamil Nadu,Coimbatore,9.104504,73.356257,H3-7579148528411
EP-00820,AePS_BC,Telangana,Warangal,25.592084,84.23657,H3-3746853945965
EP-00821,ATM,Tamil Nadu,Coimbatore,15.152389,84.698332,H3-5183775857579
EP-00822,Crypto_P2P,Bihar,Patna,17.942405,85.738608,H3-7016298036364
EP-00823,Bank_Branch,West Bengal,Kolkata,19.994245,75.246856,H3-1634496882006
EP-00824,AePS_BC,Madhya Pradesh,Jabalpur,25.441442,88.338808,H3-1717718730552
EP-00825,POS_Cashback,Tamil Nadu,Chennai,14.271073,70.592598,H3-9823307840348
EP-00826,POS_Cashback,West Bengal,North 24 Parganas,10.072429,77.106967,H3-9094174827037
EP-00827,AePS_BC,Bihar,Gaya,28.259426,81.332336,H3-2152142125666
EP-00828,Merchant_QR,Bihar,Bhagalpur,26.056957,83.277669,H3-3213244838454
EP-00829,Merchant_QR,Tamil Nadu,Chennai,15.064446,71.279481,H3-4345691475448
EP-00830,AePS_BC,Delhi,New Delhi,28.146647,75.277952,H3-8694757637782
EP-00831,Prepaid,Telangana,Hyderabad,8.280053,81.343053,H3-4506546583413
EP-00832,ATM,Karnataka,Mysuru,15.224901,85.825944,H3-3717757186798
EP-00833,Merchant_QR,Karnataka,Mangaluru,24.785111,85.28143,H3-8518698034341
EP-00834,POS_Cashback,Maharashtra,Mumbai,11.554583,69.923549,H3-4723427385160
EP-00835,AePS_BC,Rajasthan,Jodhpur,27.705077,73.393694,H3-4854910123119
EP-00836,Bank_Branch,Bihar,Gaya,27.942393,71.539155,H3-4505369206778
EP-00837,Bank_Branch,Bihar,Bhagalpur,29.168084,69.021391,H3-9371866934058
EP-00838,Crypto_P2P,Maharashtra,Thane,14.788219,72.098799,H3-7064010424637
EP-00839,Crypto_P2P,Maharashtra,Mumbai,25.699797,85.56576,H3-6585055815375
EP-00840,AePS_BC,Bihar,Muzaffarpur,20.183514,73.59347,H3-8533440120963
EP-00841,POS_Cashback,Telangana,Hyderabad,21.003151,81.187423,H3-1563603021002
EP-00842,Bank_Branch,Maharashtra,Thane,10.152507,88.213687,H3-9525402941048
EP-00843,Merchant_QR,Karnataka,Mangaluru,8.375401,73.819075,H3-2457580753904
EP-00844,Merchant_QR,Rajasthan,Jodhpur,18.992561,87.877285,H3-1795388738264
EP-00845,Crypto_P2P,Bihar,Gaya,27.502641,72.519076,H3-9526155501382
EP-00846,ATM,Delhi,West Delhi,11.330107,87.127319,H3-2780782396600
EP-00847,Bank_Branch,Rajasthan,Kota,12.205855,72.623813,H3-4510631697133
EP-00848,Bank_Branch,Maharashtra,Thane,13.753939,69.347916,H3-9001062135487
EP-00849,ATM,Madhya Pradesh,Bhopal,21.580127,73.044819,H3-2463909035983
EP-00850,Bank_Branch,Maharashtra,Nagpur,15.549783,78.291434,H3-2797512487557
EP-00851,ATM,Karnataka,Mangaluru,29.096857,75.262859,H3-6898832985881
EP-00852,AePS_BC,Tamil Nadu,Madurai,18.097492,87.033241,H3-3843035845059
EP-00853,ATM,Bihar,Patna,28.253712,84.005398,H3-7321329478620
EP-00854,AePS_BC,Telangana,Hyderabad,19.980145,70.765728,H3-6670803218390
EP-00855,Crypto_P2P,Maharashtra,Nagpur,8.622501,76.049429,H3-3077274238996
EP-00856,Merchant_QR,Delhi,South East Delhi,9.13936,72.096198,H3-6407834316138
EP-00857,Merchant_QR,West Bengal,North 24 Parganas,21.102365,75.219106,H3-2802753858420
EP-00858,POS_Cashback,Karnataka,Bengaluru Urban,12.703711,74.417393,H3-8488617935361
EP-00859,AePS_BC,Rajasthan,Kota,8.786509,74.849806,H3-5568388181725
EP-00860,Bank_Branch,Telangana,Hyderabad,22.764855,68.203781,H3-5064136723693
EP-00861,ATM,Delhi,New Delhi,22.46526,73.889602,H3-9400863911228
EP-00862,AePS_BC,Karnataka,Mysuru,21.409938,82.610526,H3-8338708259393
EP-00863,POS_Cashback,Delhi,South East Delhi,30.055063,80.202259,H3-3077773038387
EP-00864,ATM,Maharashtra,Nashik,27.85831,86.039111,H3-9330809556606
EP-00865,ATM,Maharashtra,Thane,14.586316,69.906118,H3-6160321597611
EP-00866,POS_Cashback,Telangana,Hyderabad,27.864259,78.680354,H3-7646281774798
EP-00867,AePS_BC,Uttar Pradesh,Gautam Buddha Nagar,12.883461,81.227473,H3-4043814517214
EP-00868,Crypto_P2P,Karnataka,Bengaluru Urban,9.721718,88.381036,H3-6133915292906
EP-00869,ATM,Bihar,Bhagalpur,21.78365,79.921627,H3-3603453089063
EP-00870,AePS_BC,West Bengal,Howrah,10.991055,79.158902,H3-2780636651521
EP-00871,Merchant_QR,Madhya Pradesh,Bhopal,19.748162,75.385242,H3-9044459733941
EP-00872,POS_Cashback,West Bengal,Howrah,26.348126,73.966488,H3-2803136043098
EP-00873,AePS_BC,Rajasthan,Udaipur,20.192985,83.277081,H3-8743220536816
EP-00874,ATM,Maharashtra,Mumbai,14.708778,82.127268,H3-8065080816722
EP-00875,ATM,Uttar Pradesh,Gautam Buddha Nagar,24.310821,87.6176,H3-8282240301823
EP-00876,Prepaid,West Bengal,Kolkata,28.610407,73.273534,H3-8350109942051
EP-00877,Merchant_QR,Maharashtra,Thane,19.786805,78.701617,H3-6645544739974
EP-00878,Merchant_QR,Karnataka,Mangaluru,21.654475,85.361847,H3-7521415581360
EP-00879,Merchant_QR,Tamil Nadu,Madurai,14.662795,81.014202,H3-3840844710210
EP-00880,ATM,Telangana,Warangal,16.2742,81.309657,H3-4184659397491
EP-00881,Merchant_QR,West Bengal,North 24 Parganas,23.263368,79.051682,H3-5064732617685
EP-00882,POS_Cashback,Rajasthan,Udaipur,18.812989,74.696957,H3-5052245161695
EP-00883,AePS_BC,West Bengal,Howrah,24.910372,84.131542,H3-1204003434547
EP-00884,Merchant_QR,Karnataka,Mangaluru,28.607341,72.386896,H3-8772358777317
EP-00885,Prepaid,Maharashtra,Mumbai,24.591785,78.138284,H3-8493631805853
EP-00886,ATM,Madhya Pradesh,Indore,15.551565,75.127524,H3-5014801300077
EP-00887,Crypto_P2P,Tamil Nadu,Chennai,14.444671,79.991309,H3-9327807925812
EP-00888,ATM,Rajasthan,Jodhpur,9.417981,78.294717,H3-4739641481466
EP-00889,Merchant_QR,Uttar Pradesh,Kanpur Nagar,14.799269,73.963869,H3-1947189095187
EP-00890,Crypto_P2P,Tamil Nadu,Madurai,28.324725,87.799586,H3-2339637125844
EP-00891,ATM,Delhi,North East Delhi,11.862799,83.002279,H3-5456222081769
EP-00892,POS_Cashback,Madhya Pradesh,Jabalpur,23.8827,86.693844,H3-2985111889382
EP-00893,Prepaid,Maharashtra,Pune,12.563681,84.001862,H3-2286973331786
EP-00894,Merchant_QR,Tamil Nadu,Coimbatore,29.178764,76.369124,H3-3133080485917
EP-00895,Merchant_QR,Telangana,Nizamabad,13.460427,84.928546,H3-4992744138367
EP-00896,Bank_Branch,Telangana,Hyderabad,16.133229,71.466563,H3-1511173697535
EP-00897,POS_Cashback,Maharashtra,Nashik,12.635889,76.270733,H3-7094998403379
EP-00898,POS_Cashback,Rajasthan,Udaipur,27.888813,83.117519,H3-7855433145341
EP-00899,AePS_BC,Karnataka,Mangaluru,19.997736,80.633722,H3-9509605688321
EP-00900,Merchant_QR,West Bengal,Howrah,22.40505,69.444931,H3-1792436932429
EP-00901,Merchant_QR,Maharashtra,Mumbai,19.85545,75.405168,H3-1374883639368
EP-00902,POS_Cashback,West Bengal,Kolkata,26.587687,76.131349,H3-7284023923255
EP-00903,Merchant_QR,Karnataka,Mysuru,19.17438,87.015405,H3-3788845564791
EP-00904,ATM,Tamil Nadu,Madurai,13.525367,73.22927,H3-6469795275539
EP-00905,AePS_BC,Karnataka,Mangaluru,15.563986,75.510147,H3-4353084583946
EP-00906,ATM,Tamil Nadu,Madurai,16.948811,71.223598,H3-8680483443648
EP-00907,AePS_BC,Tamil Nadu,Madurai,21.606594,72.112958,H3-6757534030468
EP-00908,AePS_BC,Uttar Pradesh,Kanpur Nagar,14.65446,73.25223,H3-7082297323976
EP-00909,ATM,Delhi,South East Delhi,25.6804,69.894627,H3-6571317667931
EP-00910,Prepaid,West Bengal,Howrah,17.833268,82.649768,H3-8233844037049
EP-00911,Merchant_QR,West Bengal,North 24 Parganas,18.272213,73.856676,H3-4398221478643
EP-00912,AePS_BC,Karnataka,Mangaluru,8.941172,85.947319,H3-9965944220205
EP-00913,ATM,Rajasthan,Kota,22.749046,83.983307,H3-5655291958282
EP-00914,AePS_BC,Maharashtra,Nagpur,24.135096,85.68965,H3-4790072876014
EP-00915,POS_Cashback,Telangana,Nizamabad,13.345638,74.319357,H3-6689437498069
EP-00916,AePS_BC,Madhya Pradesh,Bhopal,15.483452,73.902591,H3-5787831090095
EP-00917,ATM,Uttar Pradesh,Varanasi,22.880079,75.538603,H3-5570700392392
EP-00918,ATM,Delhi,South East Delhi,8.487555,68.310997,H3-5757527844973
EP-00919,AePS_BC,Karnataka,Mysuru,27.042008,71.342249,H3-3183284920477
EP-00920,AePS_BC,West Bengal,Howrah,22.246934,87.424226,H3-4352057294056
EP-00921,ATM,Maharashtra,Nashik,20.792833,74.151528,H3-2397516175517
EP-00922,ATM,Karnataka,Mysuru,24.733556,70.18059,H3-5985593387994
EP-00923,ATM,Maharashtra,Nagpur,26.496968,75.556214,H3-7455948249848
