intervention_id,complaint_id,intervention_type,outcome,time_to_action_hours,recipient_response
INT-004601,CMP-004601,JURISDICTION_HANDOFF,SUCCESS,22.45,ALREADY_ACTIONED
INT-004602,CMP-004602,ENDPOINT_WATCH,NO_ACTION,42.15,ACTED
INT-004603,CMP-004603,NO_ACTION,SUCCESS,35.81,ACTED
INT-004604,CMP-004604,LIEN_MARK,SUCCESS,39.96,NOT_ACTED
INT-004605,CMP-004605,JURISDICTION_HANDOFF,NO_ACTION,4.0,ACTED
INT-004606,CMP-004606,NO_ACTION,NO_ACTION,26.54,NOT_ACTED
INT-004607,CMP-004607,NO_ACTION,PARTIAL,8.92,ACTED
INT-004608,CMP-004608,ENDPOINT_WATCH,SUCCESS,36.02,NOT_ACTED
INT-004609,CMP-004609,LIEN_MARK,SUCCESS,7.38,ACTED
INT-004610,CMP-004610,ACCOUNT_FREEZE,SUCCESS,34.72,FALSE_POSITIVE
INT-004611,CMP-004611,JURISDICTION_HANDOFF,SUCCESS,47.4,ACTED
INT-004612,CMP-004612,NO_ACTION,NO_ACTION,5.19,NOT_ACTED
INT-004613,CMP-004613,ACCOUNT_FREEZE,SUCCESS,24.31,NOT_ACTED
INT-004614,CMP-004614,ENDPOINT_WATCH,SUCCESS,6.2,ACTED
INT-004615,CMP-004615,JURISDICTION_HANDOFF,NO_ACTION,8.54,NOT_ACTED
INT-004616,CMP-004616,LIEN_MARK,SUCCESS,12.89,ACTED
INT-004617,CMP-004617,JURISDICTION_HANDOFF,PARTIAL,45.74,NOT_ACTED
INT-004618,CMP-004618,LIEN_MARK,PARTIAL,35.85,ALREADY_ACTIONED
INT-004619,CMP-004619,ENDPOINT_WATCH,SUCCESS,19.48,ACTED
INT-004620,CMP-004620,NO_ACTION,PARTIAL,12.14,ALREADY_ACTIONED
INT-004621,CMP-004621,JURISDICTION_HANDOFF,PARTIAL,26.5,FALSE_POSITIVE
INT-004622,CMP-004622,NO_ACTION,SUCCESS,41.42,ACTED
INT-004623,CMP-004623,JURISDICTION_HANDOFF,SUCCESS,3.7,NOT_ACTED
INT-004624,CMP-004624,ENDPOINT_WATCH,SUCCESS,8.19,ALREADY_ACTIONED
INT-004625,CMP-004625,JURISDICTION_HANDOFF,NO_ACTION,3.76,FALSE_POSITIVE
INT-004626,CMP-004626,ACCOUNT_FREEZE,SUCCESS,37.48,ALREADY_ACTIONED
INT-004627,CMP-004627,ENDPOINT_WATCH,NO_ACTION,5.3,ACTED
INT-004628,CMP-004628,JURISDICTION_HANDOFF,SUCCESS,16.34,ACTED
INT-004629,CMP-004629,JURISDICTION_HANDOFF,NO_ACTION,28.4,ACTED
INT-004630,CMP-004630,ACCOUNT_FREEZE,PARTIAL,3.38,ACTED
INT-004631,CMP-004631,NO_ACTION,NO_ACTION,32.41,ACTED
INT-004632,CMP-004632,LIEN_MARK,NO_ACTION,32.23,ALREADY_ACTIONED
INT-004633,CMP-004633,NO_ACTION,SUCCESS,7.69,ALREADY_ACTIONED
INT-004634,CMP-004634,ACCOUNT_FREEZE,NO_ACTION,3.29,NOT_ACTED
INT-004635,CMP-004635,NO_ACTION,NO_ACTION,4.87,NOT_ACTED
INT-004636,CMP-004636,ENDPOINT_WATCH,SUCCESS,28.0,ALREADY_ACTIONED
INT-004637,CMP-004637,ACCOUNT_FREEZE,SUCCESS,33.01,NOT_ACTED
INT-004638,CMP-004638,ACCOUNT_FREEZE,SUCCESS,47.16,ALREADY_ACTIONED
INT-004639,CMP-004639,NO_ACTION,SUCCESS,18.0,NOT_ACTED
INT-004640,CMP-004640,NO_ACTION,NO_ACTION,46.03,ACTED
INT-004641,CMP-004641,LIEN_MARK,SUCCESS,39.31,NOT_ACTED
INT-004642,CMP-004642,NO_ACTION,SUCCESS,16.4,NOT_ACTED
INT-004643,CMP-004643,ACCOUNT_FREEZE,SUCCESS,5.42,ACTED
INT-004644,CMP-004644,ACCOUNT_FREEZE,SUCCESS,40.31,NOT_ACTED
INT-004645,CMP-004645,ENDPOINT_WATCH,SUCCESS,23.88,FALSE_POSITIVE
INT-004646,CMP-004646,ACCOUNT_FREEZE,NO_ACTION,42.43,FALSE_POSITIVE
INT-004647,CMP-004647,NO_ACTION,PARTIAL,32.02,NOT_ACTED
INT-004648,CMP-004648,NO_ACTION,SUCCESS,14.76,FALSE_POSITIVE
INT-004649,CMP-004649,ENDPOINT_WATCH,SUCCESS,42.37,OUT_OF_SCOPE
INT-004650,CMP-004650,NO_ACTION,PARTIAL,25.58,ACTED
INT-004651,CMP-004651,LIEN_MARK,NO_ACTION,42.7,ALREADY_ACTIONED
INT-004652,CMP-004652,NO_ACTION,PARTIAL,37.71,ACTED
INT-004653,CMP-004653,ENDPOINT_WATCH,SUCCESS,35.74,ACTED
INT-004654,CMP-004654,NO_ACTION,SUCCESS,43.48,NOT_ACTED
INT-004655,CMP-004655,ENDPOINT_WATCH,SUCCESS,41.54,ACTED
INT-004656,CMP-004656,LIEN_MARK,SUCCESS,29.67,FALSE_POSITIVE
INT-004657,CMP-004657,ENDPOINT_WATCH,SUCCESS,8.3,FALSE_POSITIVE
INT-004658,CMP-004658,JURISDICTION_HANDOFF,SUCCESS,5.03,OUT_OF_SCOPE
INT-004659,CMP-004659,JURISDICTION_HANDOFF,SUCCESS,40.73,ACTED
INT-004660,CMP-004660,JURISDICTION_HANDOFF,SUCCESS,12.35,ALREADY_ACTIONED
INT-004661,CMP-004661,ACCOUNT_FREEZE,SUCCESS,33.32,ACTED
INT-004662,CMP-004662,ENDPOINT_WATCH,PARTIAL,39.43,NOT_ACTED
INT-004663,CMP-004663,LIEN_MARK,SUCCESS,20.35,ACTED
INT-004664,CMP-004664,ENDPOINT_WATCH,PARTIAL,46.45,NOT_ACTED
INT-004665,CMP-004665,LIEN_MARK,PARTIAL,30.24,ACTED
INT-004666,CMP-004666,LIEN_MARK,SUCCESS,25.64,OUT_OF_SCOPE
INT-004667,CMP-004667,JURISDICTION_HANDOFF,SUCCESS,16.48,ALREADY_ACTIONED
INT-004668,CMP-004668,NO_ACTION,NO_ACTION,44.89,ACTED
INT-004669,CMP-004669,ENDPOINT_WATCH,PARTIAL,6.43,ALREADY_ACTIONED
INT-004670,CMP-004670,JURISDICTION_HANDOFF,PARTIAL,31.34,NOT_ACTED
INT-004671,CMP-004671,ENDPOINT_WATCH,SUCCESS,13.92,NOT_ACTED
INT-004672,CMP-004672,ENDPOINT_WATCH,SUCCESS,14.79,ACTED
INT-004673,CMP-004673,NO_ACTION,SUCCESS,47.72,ACTED
INT-004674,CMP-004674,NO_ACTION,SUCCESS,12.51,ACTED
INT-004675,CMP-004675,ENDPOINT_WATCH,SUCCESS,28.29,OUT_OF_SCOPE
INT-004676,CMP-004676,JURISDICTION_HANDOFF,SUCCESS,26.3,ALREADY_ACTIONED
INT-004677,CMP-004677,LIEN_MARK,SUCCESS,34.63,ACTED
INT-004678,CMP-004678,ACCOUNT_FREEZE,PARTIAL,24.31,ACTED
INT-004679,CMP-004679,JURISDICTION_HANDOFF,SUCCESS,20.78,OUT_OF_SCOPE
INT-004680,CMP-004680,NO_ACTION,PARTIAL,39.1,FALSE_POSITIVE
INT-004681,CMP-004681,NO_ACTION,SUCCESS,33.68,ACTED
INT-004682,CMP-004682,ACCOUNT_FREEZE,PARTIAL,28.6,OUT_OF_SCOPE
INT-004683,CMP-004683,LIEN_MARK,SUCCESS,23.41,OUT_OF_SCOPE
INT-004684,CMP-004684,NO_ACTION,SUCCESS,37.86,FALSE_POSITIVE
INT-004685,CMP-004685,NO_ACTION,PARTIAL,24.42,ACTED
INT-004686,CMP-004686,LIEN_MARK,NO_ACTION,15.19,ACTED
INT-004687,CMP-004687,JURISDICTION_HANDOFF,SUCCESS,8.11,ACTED
INT-004688,CMP-004688,ACCOUNT_FREEZE,SUCCESS,28.42,ACTED
INT-004689,CMP-004689,LIEN_MARK,SUCCESS,36.46,ACTED
INT-004690,CMP-004690,ENDPOINT_WATCH,SUCCESS,21.28,ALREADY_ACTIONED
INT-004691,CMP-004691,NO_ACTION,SUCCESS,31.11,FALSE_POSITIVE
INT-004692,CMP-004692,ENDPOINT_WATCH,NO_ACTION,44.67,ACTED
INT-004693,CMP-004693,NO_ACTION,SUCCESS,24.11,NOT_ACTED
INT-004694,CMP-004694,LIEN_MARK,SUCCESS,5.43,NOT_ACTED
INT-004695,CMP-004695,NO_ACTION,SUCCESS,4.3,NOT_ACTED
INT-004696,CMP-004696,NO_ACTION,PARTIAL,29.98,OUT_OF_SCOPE
INT-004697,CMP-004697,LIEN_MARK,SUCCESS,30.1,ACTED
INT-004698,CMP-004698,JURISDICTION_HANDOFF,SUCCESS,41.13,NOT_ACTED
INT-004699,CMP-004699,LIEN_MARK,PARTIAL,24.3,ACTED
INT-004700,CMP-004700,LIEN_MARK,SUCCESS,41.51,ACTED
INT-004701,CMP-004701,ENDPOINT_WATCH,PARTIAL,32.56,ALREADY_ACTIONED
INT-004702,CMP-004702,ENDPOINT_WATCH,SUCCESS,33.25,NOT_ACTED
INT-004703,CMP-004703,LIEN_MARK,NO_ACTION,11.32,NOT_ACTED
INT-004704,CMP-004704,LIEN_MARK,SUCCESS,27.06,NOT_ACTED
INT-004705,CMP-004705,LIEN_MARK,SUCCESS,44.96,ACTED
INT-004706,CMP-004706,NO_ACTION,NO_ACTION,38.35,ACTED
INT-004707,CMP-004707,ACCOUNT_FREEZE,NO_ACTION,33.21,FALSE_POSITIVE
INT-004708,CMP-004708,JURISDICTION_HANDOFF,SUCCESS,39.77,ACTED
INT-004709,CMP-004709,ENDPOINT_WATCH,SUCCESS,30.49,ACTED
INT-004710,CMP-004710,LIEN_MARK,SUCCESS,8.69,ACTED
INT-004711,CMP-004711,NO_ACTION,SUCCESS,46.51,NOT_ACTED
INT-004712,CMP-004712,NO_ACTION,NO_ACTION,8.45,NOT_ACTED
INT-004713,CMP-004713,JURISDICTION_HANDOFF,SUCCESS,29.83,ALREADY_ACTIONED
INT-004714,CMP-004714,JURISDICTION_HANDOFF,NO_ACTION,43.85,ALREADY_ACTIONED
INT-004715,CMP-004715,LIEN_MARK,PARTIAL,21.88,ACTED
INT-004716,CMP-004716,NO_ACTION,SUCCESS,15.45,FALSE_POSITIVE
INT-004717,CMP-004717,LIEN_MARK,SUCCESS,13.61,ACTED
INT-004718,CMP-004718,ENDPOINT_WATCH,SUCCESS,46.98,ALREADY_ACTIONED
INT-004719,CMP-004719,NO_ACTION,PARTIAL,21.14,ACTED
INT-004720,CMP-004720,LIEN_MARK,PARTIAL,26.79,ALREADY_ACTIONED
INT-004721,CMP-004721,ACCOUNT_FREEZE,SUCCESS,11.0,ALREADY_ACTIONED
INT-004722,CMP-004722,JURISDICTION_HANDOFF,SUCCESS,14.11,ACTED
INT-004723,CMP-004723,JURISDICTION_HANDOFF,SUCCESS,14.46,ALREADY_ACTIONED
INT-004724,CMP-004724,NO_ACTION,SUCCESS,10.7,NOT_ACTED
INT-004725,CMP-004725,JURISDICTION_HANDOFF,PARTIAL,31.31,ALREADY_ACTIONED
INT-004726,CMP-004726,ACCOUNT_FREEZE,PARTIAL,12.47,ACTED
INT-004727,CMP-004727,ACCOUNT_FREEZE,PARTIAL,13.44,ACTED
INT-004728,CMP-004728,NO_ACTION,SUCCESS,9.37,ACTED
INT-004729,CMP-004729,LIEN_MARK,SUCCESS,21.58,ACTED
INT-004730,CMP-004730,JURISDICTION_HANDOFF,SUCCESS,30.22,NOT_ACTED
INT-004731,CMP-004731,ENDPOINT_WATCH,SUCCESS,43.02,ACTED
INT-004732,CMP-004732,LIEN_MARK,NO_ACTION,33.42,OUT_OF_SCOPE
INT-004733,CMP-004733,ENDPOINT_WATCH,NO_ACTION,19.84,ACTED
INT-004734,CMP-004734,JURISDICTION_HANDOFF,SUCCESS,38.03,NOT_ACTED
INT-004735,CMP-004735,LIEN_MARK,SUCCESS,9.52,ACTED
INT-004736,CMP-004736,ACCOUNT_FREEZE,NO_ACTION,17.16,NOT_ACTED
INT-004737,CMP-004737,ACCOUNT_FREEZE,SUCCESS,46.22,ALREADY_ACTIONED
INT-004738,CMP-004738,LIEN_MARK,SUCCESS,27.53,FALSE_POSITIVE
INT-004739,CMP-004739,JURISDICTION_HANDOFF,SUCCESS,16.03,FALSE_POSITIVE
INT-004740,CMP-004740,LIEN_MARK,SUCCESS,30.29,FALSE_POSITIVE
INT-004741,CMP-004741,JURISDICTION_HANDOFF,PARTIAL,6.78,FALSE_POSITIVE
INT-004742,CMP-004742,ACCOUNT_FREEZE,SUCCESS,30.21,FALSE_POSITIVE
INT-004743,CMP-004743,ENDPOINT_WATCH,SUCCESS,9.75,ACTED
INT-004744,CMP-004744,ENDPOINT_WATCH,SUCCESS,4.0,ACTED
INT-004745,CMP-004745,ENDPOINT_WATCH,NO_ACTION,35.39,ACTED
INT-004746,CMP-004746,JURISDICTION_HANDOFF,PARTIAL,41.58,OUT_OF_SCOPE
INT-004747,CMP-004747,NO_ACTION,SUCCESS,19.87,ALREADY_ACTIONED
INT-004748,CMP-004748,ACCOUNT_FREEZE,SUCCESS,31.34,ACTED
INT-004749,CMP-004749,ACCOUNT_FREEZE,SUCCESS,14.48,ACTED
INT-004750,CMP-004750,ENDPOINT_WATCH,PARTIAL,13.86,ACTED
INT-004751,CMP-004751,NO_ACTION,PARTIAL,9.73,ALREADY_ACTIONED
INT-004752,CMP-004752,JURISDICTION_HANDOFF,PARTIAL,40.15,OUT_OF_SCOPE
INT-004753,CMP-004753,ENDPOINT_WATCH,SUCCESS,10.01,ACTED
INT-004754,CMP-004754,NO_ACTION,SUCCESS,8.77,ALREADY_ACTIONED
INT-004755,CMP-004755,LIEN_MARK,PARTIAL,27.38,OUT_OF_SCOPE
INT-004756,CMP-004756,JURISDICTION_HANDOFF,SUCCESS,47.5,ALREADY_ACTIONED
INT-004757,CMP-004757,NO_ACTION,SUCCESS,47.81,NOT_ACTED
INT-004758,CMP-004758,NO_ACTION,SUCCESS,26.82,NOT_ACTED
INT-004759,CMP-004759,ENDPOINT_WATCH,SUCCESS,15.78,OUT_OF_SCOPE
INT-004760,CMP-004760,LIEN_MARK,PARTIAL,9.42,ACTED
INT-004761,CMP-004761,ACCOUNT_FREEZE,SUCCESS,20.87,FALSE_POSITIVE
INT-004762,CMP-004762,ENDPOINT_WATCH,SUCCESS,35.24,NOT_ACTED
INT-004763,CMP-004763,NO_ACTION,SUCCESS,44.54,ACTED
INT-004764,CMP-004764,ENDPOINT_WATCH,SUCCESS,7.75,ACTED
INT-004765,CMP-004765,NO_ACTION,PARTIAL,24.52,NOT_ACTED
INT-004766,CMP-004766,ENDPOINT_WATCH,SUCCESS,7.67,ACTED
INT-004767,CMP-004767,ENDPOINT_WATCH,SUCCESS,40.48,ACTED
INT-004768,CMP-004768,NO_ACTION,SUCCESS,20.57,NOT_ACTED
INT-004769,CMP-004769,LIEN_MARK,SUCCESS,4.58,NOT_ACTED
INT-004770,CMP-004770,ACCOUNT_FREEZE,PARTIAL,30.86,NOT_ACTED
INT-004771,CMP-004771,ACCOUNT_FREEZE,SUCCESS,41.86,FALSE_POSITIVE
INT-004772,CMP-004772,LIEN_MARK,SUCCESS,21.55,OUT_OF_SCOPE
INT-004773,CMP-004773,NO_ACTION,PARTIAL,25.66,ALREADY_ACTIONED
INT-004774,CMP-004774,JURISDICTION_HANDOFF,NO_ACTION,25.88,FALSE_POSITIVE
INT-004775,CMP-004775,JURISDICTION_HANDOFF,NO_ACTION,11.3,ACTED
INT-004776,CMP-004776,NO_ACTION,SUCCESS,20.1,ACTED
INT-004777,CMP-004777,LIEN_MARK,SUCCESS,23.35,ACTED
INT-004778,CMP-004778,LIEN_MARK,SUCCESS,12.74,NOT_ACTED
INT-004779,CMP-004779,NO_ACTION,PARTIAL,44.26,FALSE_POSITIVE
INT-004780,CMP-004780,ACCOUNT_FREEZE,SUCCESS,46.93,ACTED
INT-004781,CMP-004781,LIEN_MARK,PARTIAL,24.19,ACTED
INT-004782,CMP-004782,ACCOUNT_FREEZE,PARTIAL,18.11,ACTED
INT-004783,CMP-004783,JURISDICTION_HANDOFF,SUCCESS,39.46,NOT_ACTED
INT-004784,CMP-004784,NO_ACTION,SUCCESS,29.46,NOT_ACTED
INT-004785,CMP-004785,ACCOUNT_FREEZE,SUCCESS,26.74,ALREADY_ACTIONED
INT-004786,CMP-004786,NO_ACTION,SUCCESS,19.43,NOT_ACTED
INT-004787,CMP-004787,LIEN_MARK,SUCCESS,5.77,ACTED
INT-004788,CMP-004788,NO_ACTION,SUCCESS,38.42,ACTED
INT-004789,CMP-004789,JURISDICTION_HANDOFF,SUCCESS,19.04,OUT_OF_SCOPE
INT-004790,CMP-004790,ACCOUNT_FREEZE,SUCCESS,16.86,ACTED
INT-004791,CMP-004791,JURISDICTION_HANDOFF,PARTIAL,13.41,NOT_ACTED
INT-004792,CMP-004792,NO_ACTION,SUCCESS,37.03,NOT_ACTED
INT-004793,CMP-004793,LIEN_MARK,NO_ACTION,47.69,ACTED
INT-004794,CMP-004794,JURISDICTION_HANDOFF,SUCCESS,3.73,ALREADY_ACTIONED
INT-004795,CMP-004795,ACCOUNT_FREEZE,SUCCESS,6.13,NOT_ACTED
INT-004796,CMP-004796,LIEN_MARK,NO_ACTION,44.49,NOT_ACTED
INT-004797,CMP-004797,ENDPOINT_WATCH,SUCCESS,24.59,NOT_ACTED
INT-004798,CMP-004798,LIEN_MARK,PARTIAL,7.77,OUT_OF_SCOPE
INT-004799,CMP-004799,ENDPOINT_WATCH,SUCCESS,27.92,ALREADY_ACTIONED
INT-004800,CMP-004800,JURISDICTION_HANDOFF,NO_ACTION,17.64,FALSE_POSITIVE
INT-004801,CMP-004801,LIEN_MARK,SUCCESS,42.01,NOT_ACTED
INT-004802,CMP-004802,LIEN_MARK,SUCCESS,12.79,ACTED
INT-004803,CMP-004803,ACCOUNT_FREEZE,PARTIAL,7.55,NOT_ACTED
INT-004804,CMP-004804,ENDPOINT_WATCH,SUCCESS,26.11,ACTED
INT-004805,CMP-004805,ENDPOINT_WATCH,SUCCESS,23.24,ACTED
INT-004806,CMP-004806,LIEN_MARK,SUCCESS,17.52,NOT_ACTED
INT-004807,CMP-004807,NO_ACTION,NO_ACTION,18.88,FALSE_POSITIVE
INT-004808,CMP-004808,NO_ACTION,NO_ACTION,23.25,ACTED
INT-004809,CMP-004809,LIEN_MARK,SUCCESS,25.05,ACTED
INT-004810,CMP-004810,LIEN_MARK,SUCCESS,18.77,ACTED
INT-004811,CMP-004811,ENDPOINT_WATCH,SUCCESS,27.29,ACTED
INT-004812,CMP-004812,LIEN_MARK,SUCCESS,31.41,NOT_ACTED
INT-004813,CMP-004813,JURISDICTION_HANDOFF,SUCCESS,36.07,NOT_ACTED
INT-004814,CMP-004814,ENDPOINT_WATCH,SUCCESS,33.26,ACTED
INT-004815,CMP-004815,LIEN_MARK,PARTIAL,3.39,NOT_ACTED
INT-004816,CMP-004816,JURISDICTION_HANDOFF,SUCCESS,19.18,ALREADY_ACTIONED
INT-004817,CMP-004817,ENDPOINT_WATCH,SUCCESS,29.55,ACTED
INT-004818,CMP-004818,ACCOUNT_FREEZE,PARTIAL,21.49,ACTED
INT-004819,CMP-004819,LIEN_MARK,NO_ACTION,19.7,ACTED
INT-004820,CMP-004820,ENDPOINT_WATCH,NO_ACTION,41.34,OUT_OF_SCOPE
INT-004821,CMP-004821,LIEN_MARK,PARTIAL,36.33,ACTED
INT-004822,CMP-004822,LIEN_MARK,SUCCESS,34.67,FALSE_POSITIVE
INT-004823,CMP-004823,ACCOUNT_FREEZE,SUCCESS,4.83,ACTED
INT-004824,CMP-004824,ENDPOINT_WATCH,SUCCESS,44.32,ACTED
INT-004825,CMP-004825,JURISDICTION_HANDOFF,PARTIAL,6.31,ACTED
INT-004826,CMP-004826,LIEN_MARK,SUCCESS,42.26,ACTED
INT-004827,CMP-004827,NO_ACTION,NO_ACTION,34.75,ACTED
INT-004828,CMP-004828,ACCOUNT_FREEZE,SUCCESS,18.03,OUT_OF_SCOPE
INT-004829,CMP-004829,ENDPOINT_WATCH,SUCCESS,34.49,FALSE_POSITIVE
INT-004830,CMP-004830,LIEN_MARK,PARTIAL,43.62,OUT_OF_SCOPE
INT-004831,CMP-004831,ACCOUNT_FREEZE,SUCCESS,30.64,FALSE_POSITIVE
INT-004832,CMP-004832,JURISDICTION_HANDOFF,SUCCESS,10.08,OUT_OF_SCOPE
INT-004833,CMP-004833,ACCOUNT_FREEZE,SUCCESS,38.77,ALREADY_ACTIONED
INT-004834,CMP-004834,ENDPOINT_WATCH,NO_ACTION,3.09,FALSE_POSITIVE
INT-004835,CMP-004835,ACCOUNT_FREEZE,PARTIAL,18.73,ACTED
INT-004836,CMP-004836,ACCOUNT_FREEZE,SUCCESS,34.37,ACTED
INT-004837,CMP-004837,LIEN_MARK,NO_ACTION,19.27,FALSE_POSITIVE
INT-004838,CMP-004838,LIEN_MARK,NO_ACTION,4.68,ALREADY_ACTIONED
INT-004839,CMP-004839,ENDPOINT_WATCH,SUCCESS,33.61,ALREADY_ACTIONED
INT-004840,CMP-004840,LIEN_MARK,PARTIAL,12.45,NOT_ACTED
INT-004841,CMP-004841,ACCOUNT_FREEZE,SUCCESS,25.66,ALREADY_ACTIONED
INT-004842,CMP-004842,ENDPOINT_WATCH,NO_ACTION,36.86,FALSE_POSITIVE
INT-004843,CMP-004843,ACCOUNT_FREEZE,SUCCESS,43.21,ACTED
INT-004844,CMP-004844,JURISDICTION_HANDOFF,SUCCESS,41.29,OUT_OF_SCOPE
INT-004845,CMP-004845,ACCOUNT_FREEZE,NO_ACTION,45.38,ACTED
INT-004846,CMP-004846,JURISDICTION_HANDOFF,SUCCESS,21.78,ACTED
INT-004847,CMP-004847,JURISDICTION_HANDOFF,SUCCESS,41.89,ACTED
INT-004848,CMP-004848,LIEN_MARK,NO_ACTION,18.6,ACTED
INT-004849,CMP-004849,ACCOUNT_FREEZE,PARTIAL,31.69,ACTED
INT-004850,CMP-004850,NO_ACTION,SUCCESS,26.01,ACTED
INT-004851,CMP-004851,ACCOUNT_FREEZE,SUCCESS,21.33,ALREADY_ACTIONED
INT-004852,CMP-004852,ACCOUNT_FREEZE,PARTIAL,3.23,ACTED
INT-004853,CMP-004853,JURISDICTION_HANDOFF,SUCCESS,7.88,NOT_ACTED
INT-004854,CMP-004854,LIEN_MARK,PARTIAL,35.86,ACTED
INT-004855,CMP-004855,NO_ACTION,SUCCESS,32.94,ACTED
INT-004856,CMP-004856,JURISDICTION_HANDOFF,SUCCESS,11.74,NOT_ACTED
INT-004857,CMP-004857,JURISDICTION_HANDOFF,SUCCESS,41.78,ACTED
INT-004858,CMP-004858,JURISDICTION_HANDOFF,NO_ACTION,37.22,ACTED
INT-004859,CMP-004859,JURISDICTION_HANDOFF,SUCCESS,30.75,NOT_ACTED
INT-004860,CMP-004860,ACCOUNT_FREEZE,SUCCESS,39.84,ACTED
INT-004861,CMP-004861,NO_ACTION,SUCCESS,36.91,NOT_ACTED
INT-004862,CMP-004862,LIEN_MARK,SUCCESS,30.96,OUT_OF_SCOPE
INT-004863,CMP-004863,LIEN_MARK,PARTIAL,41.81,ALREADY_ACTIONED
INT-004864,CMP-004864,LIEN_MARK,PARTIAL,24.33,ACTED
INT-004865,CMP-004865,ACCOUNT_FREEZE,PARTIAL,32.53,FALSE_POSITIVE
INT-004866,CMP-004866,NO_ACTION,SUCCESS,4.45,ACTED
INT-004867,CMP-004867,NO_ACTION,NO_ACTION,32.12,ACTED
INT-004868,CMP-004868,ENDPOINT_WATCH,SUCCESS,15.32,ALREADY_ACTIONED
INT-004869,CMP-004869,ACCOUNT_FREEZE,PARTIAL,39.04,FALSE_POSITIVE
INT-004870,CMP-004870,JURISDICTION_HANDOFF,PARTIAL,33.63,NOT_ACTED
INT-004871,CMP-004871,NO_ACTION,PARTIAL,47.42,ACTED
INT-004872,CMP-004872,NO_ACTION,PARTIAL,36.64,NOT_ACTED
INT-004873,CMP-004873,NO_ACTION,SUCCESS,3.72,ACTED
INT-004874,CMP-004874,JURISDICTION_HANDOFF,PARTIAL,7.91,ALREADY_ACTIONED
INT-004875,CMP-004875,ACCOUNT_FREEZE,PARTIAL,41.58,ACTED
INT-004876,CMP-004876,LIEN_MARK,NO_ACTION,28.73,NOT_ACTED
INT-004877,CMP-004877,ACCOUNT_FREEZE,PARTIAL,13.9,ACTED
INT-004878,CMP-004878,JURISDICTION_HANDOFF,PARTIAL,13.97,OUT_OF_SCOPE
INT-004879,CMP-004879,ENDPOINT_WATCH,SUCCESS,33.14,ACTED
INT-004880,CMP-004880,LIEN_MARK,SUCCESS,25.48,ACTED
INT-004881,CMP-004881,ENDPOINT_WATCH,SUCCESS,39.05,ACTED
INT-004882,CMP-004882,LIEN_MARK,SUCCESS,22.29,NOT_ACTED
INT-004883,CMP-004883,LIEN_MARK,SUCCESS,26.43,ACTED
INT-004884,CMP-004884,ENDPOINT_WATCH,PARTIAL,42.3,FALSE_POSITIVE
INT-004885,CMP-004885,ACCOUNT_FREEZE,SUCCESS,9.83,NOT_ACTED
INT-004886,CMP-004886,ENDPOINT_WATCH,NO_ACTION,8.35,ACTED
INT-004887,CMP-004887,JURISDICTION_HANDOFF,SUCCESS,16.04,NOT_ACTED
INT-004888,CMP-004888,ENDPOINT_WATCH,SUCCESS,18.63,ACTED
INT-004889,CMP-004889,NO_ACTION,NO_ACTION,40.31,FALSE_POSITIVE
INT-004890,CMP-004890,JURISDICTION_HANDOFF,SUCCESS,13.75,ALREADY_ACTIONED
INT-004891,CMP-004891,NO_ACTION,SUCCESS,35.48,ACTED
INT-004892,CMP-004892,ENDPOINT_WATCH,SUCCESS,37.44,FALSE_POSITIVE
INT-004893,CMP-004893,ACCOUNT_FREEZE,SUCCESS,15.25,ACTED
INT-004894,CMP-004894,ACCOUNT_FREEZE,NO_ACTION,17.11,NOT_ACTED
INT-004895,CMP-004895,LIEN_MARK,NO_ACTION,30.36,ACTED
INT-004896,CMP-004896,JURISDICTION_HANDOFF,SUCCESS,22.47,ACTED
INT-004897,CMP-004897,JURISDICTION_HANDOFF,PARTIAL,21.1,ACTED
INT-004898,CMP-004898,JURISDICTION_HANDOFF,SUCCESS,20.19,ACTED
INT-004899,CMP-004899,ACCOUNT_FREEZE,SUCCESS,38.33,ACTED
INT-004900,CMP-004900,JURISDICTION_HANDOFF,SUCCESS,8.54,ALREADY_ACTIONED
INT-004901,CMP-004901,LIEN_MARK,SUCCESS,24.67,ACTED
INT-004902,CMP-004902,ENDPOINT_WATCH,SUCCESS,25.25,ACTED
INT-004903,CMP-004903,ENDPOINT_WATCH,PARTIAL,40.99,NOT_ACTED
INT-004904,CMP-004904,JURISDICTION_HANDOFF,SUCCESS,45.31,ACTED
INT-004905,CMP-004905,LIEN_MARK,SUCCESS,18.3,ALREADY_ACTIONED
INT-004906,CMP-004906,NO_ACTION,SUCCESS,31.83,ALREADY_ACTIONED
INT-004907,CMP-004907,NO_ACTION,PARTIAL,19.7,ACTED
INT-004908,CMP-004908,ENDPOINT_WATCH,SUCCESS,25.92,ALREADY_ACTIONED
INT-004909,CMP-004909,NO_ACTION,SUCCESS,42.48,NOT_ACTED
INT-004910,CMP-004910,ACCOUNT_FREEZE,SUCCESS,29.48,ALREADY_ACTIONED
INT-004911,CMP-004911,ENDPOINT_WATCH,SUCCESS,7.6,ALREADY_ACTIONED
INT-004912,CMP-004912,LIEN_MARK,NO_ACTION,12.66,FALSE_POSITIVE
INT-004913,CMP-004913,ACCOUNT_FREEZE,PARTIAL,39.49,ACTED
INT-004914,CMP-004914,JURISDICTION_HANDOFF,SUCCESS,4.35,FALSE_POSITIVE
