entity_id,entity_type,state,external_ref,linked_entity_count,synthetic_risk_seed
ENT-006269,BENEFICIARY,Bihar,ENT-REF-455424,8,0.2006
ENT-006270,MERCHANT,West Bengal,ENT-REF-668238,37,0.0142
ENT-006271,ACCOUNT,Tamil Nadu,ENT-REF-122885,9,0.2348
ENT-006272,ACCOUNT,Uttar Pradesh,ENT-REF-303057,77,0.0762
ENT-006273,ACCOUNT,Karnataka,ENT-REF-298812,57,0.1584
ENT-006274,PHONE,Tamil Nadu,ENT-REF-513203,32,0.1441
ENT-006275,PHONE,Telangana,ENT-REF-217362,3,0.1107
ENT-006276,DEVICE,Bihar,ENT-REF-945050,32,0.2893
ENT-006277,ACCOUNT,Madhya Pradesh,ENT-REF-869322,59,0.0826
ENT-006278,MERCHANT,Maharashtra,ENT-REF-168569,67,0.0245
ENT-006279,BENEFICIARY,Uttar Pradesh,ENT-REF-404606,19,0.2908
ENT-006280,ACCOUNT,Telangana,ENT-REF-741893,75,0.1483
ENT-006281,PHONE,Rajasthan,ENT-REF-359569,4,0.1066
ENT-006282,BENEFICIARY,Madhya Pradesh,ENT-REF-762364,38,0.3168
ENT-006283,DEVICE,Bihar,ENT-REF-160312,4,0.4063
ENT-006284,BENEFICIARY,Tamil Nadu,ENT-REF-290578,42,0.1273
ENT-006285,ACCOUNT,Tamil Nadu,ENT-REF-155798,63,0.2328
ENT-006286,ACCOUNT,West Bengal,ENT-REF-516925,12,0.0555
ENT-006287,ACCOUNT,Karnataka,ENT-REF-903159,37,0.1555
ENT-006288,MERCHANT,Bihar,ENT-REF-368247,17,0.1616
ENT-006289,BENEFICIARY,Delhi,ENT-REF-308480,3,0.179
ENT-006290,ACCOUNT,Rajasthan,ENT-REF-348903,27,0.061
ENT-006291,BENEFICIARY,Rajasthan,ENT-REF-156635,13,0.2378
ENT-006292,PHONE,Tamil Nadu,ENT-REF-363475,60,0.0765
ENT-006293,WALLET,Telangana,ENT-REF-227124,8,0.2562
ENT-006294,MERCHANT,West Bengal,ENT-REF-477234,16,0.125
ENT-006295,ACCOUNT,Uttar Pradesh,ENT-REF-704369,20,0.2514
ENT-006296,PHONE,Rajasthan,ENT-REF-109316,11,0.0907
ENT-006297,MERCHANT,Maharashtra,ENT-REF-852870,64,0.0592
ENT-006298,BENEFICIARY,Tamil Nadu,ENT-REF-580282,4,0.0807
ENT-006299,ACCOUNT,Uttar Pradesh,ENT-REF-319598,33,0.0505
ENT-006300,ACCOUNT,Delhi,ENT-REF-288026,32,0.2565
ENT-006301,PHONE,Madhya Pradesh,ENT-REF-149389,2,0.566
ENT-006302,ACCOUNT,Delhi,ENT-REF-995017,14,0.1322
ENT-006303,ACCOUNT,Karnataka,ENT-REF-766075,46,0.0136
ENT-006304,DEVICE,Delhi,ENT-REF-351601,38,0.2075
ENT-006305,WALLET,Bihar,ENT-REF-473371,69,0.2869
ENT-006306,ACCOUNT,Uttar Pradesh,ENT-REF-559956,23,0.1282
ENT-006307,ACCOUNT,Uttar Pradesh,ENT-REF-174824,44,0.124
ENT-006308,PHONE,Maharashtra,ENT-REF-163314,68,0.0653
ENT-006309,PHONE,Telangana,ENT-REF-451661,63,0.2544
ENT-006310,WALLET,West Bengal,ENT-REF-206836,47,0.1186
ENT-006311,DEVICE,Madhya Pradesh,ENT-REF-767383,65,0.219
ENT-006312,BENEFICIARY,Uttar Pradesh,ENT-REF-283762,18,0.474
ENT-006313,BENEFICIARY,West Bengal,ENT-REF-501172,14,0.1465
ENT-006314,DEVICE,Bihar,ENT-REF-297271,68,0.1885
ENT-006315,ACCOUNT,Rajasthan,ENT-REF-751521,6,0.1621
ENT-006316,BENEFICIARY,Delhi,ENT-REF-424900,34,0.2972
ENT-006317,PHONE,Madhya Pradesh,ENT-REF-590609,6,0.2226
ENT-006318,PHONE,Madhya Pradesh,ENT-REF-768859,13,0.1926
ENT-006319,ACCOUNT,Tamil Nadu,ENT-REF-862346,10,0.266
ENT-006320,ACCOUNT,Uttar Pradesh,ENT-REF-259730,40,0.0934
ENT-006321,PHONE,Madhya Pradesh,ENT-REF-395546,29,0.1352
ENT-006322,ACCOUNT,Madhya Pradesh,ENT-REF-132880,2,0.1438
ENT-006323,BENEFICIARY,Telangana,ENT-REF-660266,77,0.2141
ENT-006324,DEVICE,Rajasthan,ENT-REF-758078,61,0.084
ENT-006325,BENEFICIARY,Telangana,ENT-REF-458555,52,0.0244
ENT-006326,ACCOUNT,West Bengal,ENT-REF-864428,53,0.0608
ENT-006327,ACCOUNT,Delhi,ENT-REF-566686,37,0.1021
ENT-006328,MERCHANT,Tamil Nadu,ENT-REF-276974,6,0.2271
ENT-006329,WALLET,Maharashtra,ENT-REF-844790,39,0.1256
ENT-006330,ACCOUNT,Tamil Nadu,ENT-REF-275089,63,0.2354
ENT-006331,PHONE,Karnataka,ENT-REF-294956,23,0.0904
ENT-006332,DEVICE,Telangana,ENT-REF-921159,17,0.3154
ENT-006333,PHONE,Bihar,ENT-REF-855863,43,0.265
ENT-006334,ACCOUNT,Uttar Pradesh,ENT-REF-475409,1,0.0501
ENT-006335,MERCHANT,Karnataka,ENT-REF-964861,67,0.4265
ENT-006336,ACCOUNT,Delhi,ENT-REF-286500,53,0.3747
ENT-006337,PHONE,Bihar,ENT-REF-296267,11,0.1006
ENT-006338,MERCHANT,West Bengal,ENT-REF-882086,50,0.0834
ENT-006339,ACCOUNT,Bihar,ENT-REF-653685,30,0.2709
ENT-006340,WALLET,Delhi,ENT-REF-514271,48,0.0828
ENT-006341,DEVICE,Tamil Nadu,ENT-REF-691952,29,0.0235
ENT-006342,ACCOUNT,West Bengal,ENT-REF-629903,18,0.0049
ENT-006343,MERCHANT,Uttar Pradesh,ENT-REF-359156,70,0.0514
ENT-006344,BENEFICIARY,Delhi,ENT-REF-407923,40,0.2984
ENT-006345,BENEFICIARY,Delhi,ENT-REF-386797,30,0.0939
ENT-006346,ACCOUNT,Maharashtra,ENT-REF-737416,49,0.2261
ENT-006347,ACCOUNT,Rajasthan,ENT-REF-834694,71,0.4668
ENT-006348,DEVICE,Delhi,ENT-REF-292219,35,0.236
ENT-006349,WALLET,West Bengal,ENT-REF-228246,23,0.3161
ENT-006350,PHONE,Delhi,ENT-REF-789854,34,0.4202
ENT-006351,ACCOUNT,Madhya Pradesh,ENT-REF-441389,38,0.2131
ENT-006352,BENEFICIARY,Madhya Pradesh,ENT-REF-886074,9,0.0301
ENT-006353,MERCHANT,Maharashtra,ENT-REF-733398,58,0.1287
ENT-006354,DEVICE,Tamil Nadu,ENT-REF-548490,18,0.1796
ENT-006355,BENEFICIARY,Uttar Pradesh,ENT-REF-705768,15,0.3412
ENT-006356,ACCOUNT,Karnataka,ENT-REF-744288,25,0.1232
ENT-006357,BENEFICIARY,Madhya Pradesh,ENT-REF-331986,45,0.1038
ENT-006358,BENEFICIARY,Uttar Pradesh,ENT-REF-969984,30,0.2008
ENT-006359,ACCOUNT,Telangana,ENT-REF-413968,23,0.2297
ENT-006360,WALLET,Bihar,ENT-REF-994407,68,0.0648
ENT-006361,WALLET,Rajasthan,ENT-REF-188362,32,0.0261
ENT-006362,ACCOUNT,Telangana,ENT-REF-480849,71,0.0008
ENT-006363,ACCOUNT,Rajasthan,ENT-REF-406216,58,0.0275
ENT-006364,BENEFICIARY,Bihar,ENT-REF-417813,46,0.0679
ENT-006365,ACCOUNT,Karnataka,ENT-REF-572623,71,0.0276
ENT-006366,PHONE,Telangana,ENT-REF-412696,73,0.2949
ENT-006367,ACCOUNT,Bihar,ENT-REF-649461,67,0.1622
ENT-006368,WALLET,Tamil Nadu,ENT-REF-932089,70,0.0139
ENT-006369,PHONE,Madhya Pradesh,ENT-REF-102139,43,0.2551
ENT-006370,BENEFICIARY,Rajasthan,ENT-REF-206018,18,0.1531
ENT-006371,ACCOUNT,Rajasthan,ENT-REF-786182,5,0.3621
ENT-006372,ACCOUNT,Bihar,ENT-REF-602925,14,0.2248
ENT-006373,WALLET,Bihar,ENT-REF-540690,28,0.3061
ENT-006374,PHONE,Karnataka,ENT-REF-180288,78,0.0834
ENT-006375,WALLET,Maharashtra,ENT-REF-283163,78,0.06
ENT-006376,BENEFICIARY,Delhi,ENT-REF-197720,17,0.1248
ENT-006377,BENEFICIARY,Tamil Nadu,ENT-REF-687816,79,0.2427
ENT-006378,ACCOUNT,Rajasthan,ENT-REF-222450,61,0.1091
ENT-006379,ACCOUNT,Tamil Nadu,ENT-REF-122530,4,0.1135
ENT-006380,ACCOUNT,Maharashtra,ENT-REF-581074,3,0.1259
ENT-006381,BENEFICIARY,Madhya Pradesh,ENT-REF-797034,39,0.1595
ENT-006382,ACCOUNT,Tamil Nadu,ENT-REF-272771,10,0.2966
ENT-006383,ACCOUNT,Uttar Pradesh,ENT-REF-512963,53,0.1167
ENT-006384,ACCOUNT,West Bengal,ENT-REF-664716,69,0.2482
ENT-006385,MERCHANT,Maharashtra,ENT-REF-842919,29,0.2193
ENT-006386,PHONE,West Bengal,ENT-REF-124060,78,0.0968
ENT-006387,MERCHANT,Madhya Pradesh,ENT-REF-136887,17,0.0715
ENT-006388,BENEFICIARY,West Bengal,ENT-REF-541066,18,0.046
ENT-006389,ACCOUNT,Tamil Nadu,ENT-REF-834158,71,0.17
ENT-006390,BENEFICIARY,Telangana,ENT-REF-141501,49,0.3728
ENT-006391,BENEFICIARY,Madhya Pradesh,ENT-REF-778617,18,0.2389
ENT-006392,WALLET,Rajasthan,ENT-REF-327759,67,0.2634
ENT-006393,PHONE,Tamil Nadu,ENT-REF-182087,38,0.304
ENT-006394,DEVICE,Madhya Pradesh,ENT-REF-569641,8,0.1036
ENT-006395,DEVICE,Tamil Nadu,ENT-REF-770701,17,0.1543
ENT-006396,DEVICE,Madhya Pradesh,ENT-REF-690467,18,0.2177
ENT-006397,PHONE,Madhya Pradesh,ENT-REF-854551,79,0.0478
ENT-006398,ACCOUNT,Telangana,ENT-REF-706323,60,0.0919
ENT-006399,MERCHANT,Telangana,ENT-REF-150345,26,0.2022
ENT-006400,PHONE,Madhya Pradesh,ENT-REF-833275,72,0.1572
ENT-006401,BENEFICIARY,Telangana,ENT-REF-444783,19,0.0444
ENT-006402,ACCOUNT,Bihar,ENT-REF-549383,6,0.4351
ENT-006403,BENEFICIARY,Maharashtra,ENT-REF-425776,34,0.4854
ENT-006404,BENEFICIARY,Delhi,ENT-REF-338106,51,0.0667
ENT-006405,MERCHANT,Telangana,ENT-REF-828035,58,0.1712
ENT-006406,PHONE,Bihar,ENT-REF-683028,12,0.0859
ENT-006407,WALLET,West Bengal,ENT-REF-104019,54,0.5427
ENT-006408,DEVICE,West Bengal,ENT-REF-943632,12,0.1793
ENT-006409,DEVICE,Telangana,ENT-REF-616650,53,0.3778
ENT-006410,PHONE,Tamil Nadu,ENT-REF-832976,33,0.0822
ENT-006411,PHONE,Telangana,ENT-REF-906789,73,0.154
ENT-006412,BENEFICIARY,Bihar,ENT-REF-907541,47,0.0362
ENT-006413,ACCOUNT,Bihar,ENT-REF-675252,8,0.0379
ENT-006414,DEVICE,West Bengal,ENT-REF-725653,9,0.2784
ENT-006415,PHONE,Tamil Nadu,ENT-REF-895701,55,0.1552
ENT-006416,BENEFICIARY,Telangana,ENT-REF-864918,11,0.1039
ENT-006417,PHONE,Telangana,ENT-REF-768805,28,0.1062
ENT-006418,ACCOUNT,Tamil Nadu,ENT-REF-983260,34,0.0535
ENT-006419,DEVICE,Delhi,ENT-REF-571140,44,0.0699
ENT-006420,ACCOUNT,Maharashtra,ENT-REF-618521,21,0.0074
ENT-006421,DEVICE,Telangana,ENT-REF-991371,11,0.1494
ENT-006422,BENEFICIARY,Bihar,ENT-REF-969044,63,0.2376
ENT-006423,ACCOUNT,Maharashtra,ENT-REF-199370,20,0.202
ENT-006424,MERCHANT,Bihar,ENT-REF-821970,20,0.1581
ENT-006425,ACCOUNT,Tamil Nadu,ENT-REF-758071,79,0.4747
ENT-006426,BENEFICIARY,Telangana,ENT-REF-987121,65,0.1908
ENT-006427,DEVICE,Bihar,ENT-REF-469858,45,0.409
ENT-006428,ACCOUNT,Rajasthan,ENT-REF-598656,70,0.1382
ENT-006429,PHONE,Bihar,ENT-REF-889305,30,0.0229
ENT-006430,ACCOUNT,Uttar Pradesh,ENT-REF-196313,41,0.3791
ENT-006431,ACCOUNT,Maharashtra,ENT-REF-226643,26,0.348
ENT-006432,MERCHANT,Tamil Nadu,ENT-REF-319939,59,0.081
ENT-006433,DEVICE,Delhi,ENT-REF-766855,11,0.1145
ENT-006434,PHONE,Rajasthan,ENT-REF-776114,14,0.238
ENT-006435,ACCOUNT,Delhi,ENT-REF-675694,44,0.042
ENT-006436,MERCHANT,Rajasthan,ENT-REF-370406,65,0.2566
ENT-006437,DEVICE,Uttar Pradesh,ENT-REF-655644,70,0.1075
ENT-006438,PHONE,Delhi,ENT-REF-849815,77,0.1386
ENT-006439,ACCOUNT,Madhya Pradesh,ENT-REF-829365,69,0.3915
ENT-006440,PHONE,Rajasthan,ENT-REF-653211,56,0.2414
ENT-006441,PHONE,West Bengal,ENT-REF-507325,25,0.2025
ENT-006442,ACCOUNT,Telangana,ENT-REF-889313,66,0.0863
ENT-006443,ACCOUNT,Tamil Nadu,ENT-REF-369478,2,0.2182
ENT-006444,ACCOUNT,Maharashtra,ENT-REF-968368,12,0.0656
ENT-006445,MERCHANT,Bihar,ENT-REF-385042,40,0.1874
ENT-006446,PHONE,Uttar Pradesh,ENT-REF-470632,32,0.101
ENT-006447,BENEFICIARY,Tamil Nadu,ENT-REF-736852,24,0.0357
ENT-006448,MERCHANT,Delhi,ENT-REF-702949,43,0.0457
ENT-006449,PHONE,Bihar,ENT-REF-588625,74,0.1477
ENT-006450,WALLET,West Bengal,ENT-REF-543903,66,0.1561
ENT-006451,PHONE,Uttar Pradesh,ENT-REF-771204,67,0.4264
ENT-006452,WALLET,Bihar,ENT-REF-818100,68,0.1819
ENT-006453,BENEFICIARY,Delhi,ENT-REF-508665,25,0.2132
ENT-006454,DEVICE,Bihar,ENT-REF-549979,44,0.0487
ENT-006455,ACCOUNT,Bihar,ENT-REF-767193,48,0.0993
ENT-006456,PHONE,Maharashtra,ENT-REF-403343,54,0.0972
ENT-006457,PHONE,Rajasthan,ENT-REF-748932,13,0.0357
ENT-006458,BENEFICIARY,Telangana,ENT-REF-113440,20,0.1604
ENT-006459,PHONE,Bihar,ENT-REF-198979,42,0.1661
ENT-006460,WALLET,Rajasthan,ENT-REF-169496,78,0.2372
ENT-006461,WALLET,Bihar,ENT-REF-916007,63,0.3606
ENT-006462,DEVICE,Uttar Pradesh,ENT-REF-639103,25,0.0362
ENT-006463,PHONE,Telangana,ENT-REF-946244,51,0.2211
ENT-006464,DEVICE,Maharashtra,ENT-REF-890336,30,0.7234
ENT-006465,MERCHANT,Rajasthan,ENT-REF-792478,27,0.0484
ENT-006466,PHONE,Maharashtra,ENT-REF-113385,32,0.2074
ENT-006467,ACCOUNT,Karnataka,ENT-REF-674268,61,0.1762
ENT-006468,ACCOUNT,Tamil Nadu,ENT-REF-141476,65,0.1098
ENT-006469,ACCOUNT,West Bengal,ENT-REF-571557,24,0.1131
ENT-006470,BENEFICIARY,Delhi,ENT-REF-328849,50,0.0519
ENT-006471,ACCOUNT,Telangana,ENT-REF-879027,58,0.2945
ENT-006472,BENEFICIARY,Uttar Pradesh,ENT-REF-509165,22,0.2224
ENT-006473,MERCHANT,Bihar,ENT-REF-246169,40,0.1812
ENT-006474,ACCOUNT,Tamil Nadu,ENT-REF-224588,75,0.2211
ENT-006475,DEVICE,Rajasthan,ENT-REF-415679,60,0.2495
ENT-006476,ACCOUNT,West Bengal,ENT-REF-477705,47,0.3952
ENT-006477,PHONE,Tamil Nadu,ENT-REF-950477,16,0.0322
ENT-006478,WALLET,Rajasthan,ENT-REF-790716,66,0.3121
ENT-006479,DEVICE,Maharashtra,ENT-REF-552325,31,0.2384
ENT-006480,DEVICE,Telangana,ENT-REF-236446,2,0.1648
ENT-006481,PHONE,Telangana,ENT-REF-254020,70,0.1816
ENT-006482,WALLET,Bihar,ENT-REF-773174,63,0.1976
ENT-006483,DEVICE,Madhya Pradesh,ENT-REF-957013,44,0.1929
ENT-006484,BENEFICIARY,Maharashtra,ENT-REF-615315,28,0.0558
ENT-006485,ACCOUNT,Delhi,ENT-REF-937422,18,0.2155
ENT-006486,ACCOUNT,Rajasthan,ENT-REF-535843,21,0.317
ENT-006487,PHONE,Madhya Pradesh,ENT-REF-380208,24,0.1886
ENT-006488,MERCHANT,Maharashtra,ENT-REF-543282,3,0.1234
ENT-006489,PHONE,Tamil Nadu,ENT-REF-354312,16,0.2581
ENT-006490,BENEFICIARY,Uttar Pradesh,ENT-REF-408009,56,0.3386
ENT-006491,ACCOUNT,Delhi,ENT-REF-953863,46,0.4053
ENT-006492,ACCOUNT,Uttar Pradesh,ENT-REF-616066,44,0.1342
ENT-006493,ACCOUNT,Karnataka,ENT-REF-248753,67,0.2168
ENT-006494,BENEFICIARY,Tamil Nadu,ENT-REF-542194,78,0.014
ENT-006495,WALLET,Tamil Nadu,ENT-REF-361860,28,0.1627
ENT-006496,ACCOUNT,West Bengal,ENT-REF-709057,73,0.233
ENT-006497,ACCOUNT,Tamil Nadu,ENT-REF-722400,56,0.0968
ENT-006498,WALLET,Tamil Nadu,ENT-REF-454139,20,0.2425
ENT-006499,ACCOUNT,Telangana,ENT-REF-419232,70,0.2635
ENT-006500,ACCOUNT,Uttar Pradesh,ENT-REF-473640,70,0.0442
ENT-006501,ACCOUNT,Tamil Nadu,ENT-REF-532094,64,0.0441
ENT-006502,ACCOUNT,Karnataka,ENT-REF-671944,49,0.4121
ENT-006503,PHONE,Rajasthan,ENT-REF-139354,28,0.0712
ENT-006504,ACCOUNT,West Bengal,ENT-REF-636492,40,0.0856
ENT-006505,PHONE,Delhi,ENT-REF-594878,78,0.4756
ENT-006506,DEVICE,Maharashtra,ENT-REF-258143,66,0.1702
ENT-006507,WALLET,Karnataka,ENT-REF-785904,57,0.3972
ENT-006508,ACCOUNT,West Bengal,ENT-REF-406671,15,0.1169
ENT-006509,WALLET,Delhi,ENT-REF-768229,67,0.3514
ENT-006510,WALLET,Karnataka,ENT-REF-189104,58,0.0941
ENT-006511,DEVICE,Uttar Pradesh,ENT-REF-427040,21,0.4979
ENT-006512,BENEFICIARY,Delhi,ENT-REF-982015,18,0.069
ENT-006513,DEVICE,Bihar,ENT-REF-478494,15,0.0501
ENT-006514,MERCHANT,Uttar Pradesh,ENT-REF-847337,31,0.3517
ENT-006515,ACCOUNT,Delhi,ENT-REF-673288,60,0.0863
ENT-006516,ACCOUNT,Delhi,ENT-REF-847785,18,0.255
ENT-006517,DEVICE,Bihar,ENT-REF-945103,71,0.2311
ENT-006518,PHONE,Delhi,ENT-REF-412517,34,0.0056
ENT-006519,PHONE,Karnataka,ENT-REF-913426,54,0.3675
ENT-006520,ACCOUNT,Maharashtra,ENT-REF-103674,59,0.2029
ENT-006521,ACCOUNT,Tamil Nadu,ENT-REF-266168,56,0.0648
ENT-006522,ACCOUNT,Bihar,ENT-REF-751802,48,0.1021
ENT-006523,WALLET,Maharashtra,ENT-REF-888710,55,0.0674
ENT-006524,PHONE,Tamil Nadu,ENT-REF-560624,64,0.3217
ENT-006525,MERCHANT,West Bengal,ENT-REF-886966,32,0.1361
ENT-006526,ACCOUNT,Karnataka,ENT-REF-484130,5,0.4627
ENT-006527,ACCOUNT,Madhya Pradesh,ENT-REF-940425,13,0.1125
ENT-006528,ACCOUNT,Madhya Pradesh,ENT-REF-115071,10,0.1414
ENT-006529,PHONE,Tamil Nadu,ENT-REF-808001,79,0.1281
ENT-006530,BENEFICIARY,Rajasthan,ENT-REF-122848,22,0.2803
ENT-006531,ACCOUNT,Bihar,ENT-REF-848235,22,0.0879
ENT-006532,ACCOUNT,Rajasthan,ENT-REF-403237,77,0.3376
ENT-006533,WALLET,Bihar,ENT-REF-940837,56,0.2119
ENT-006534,PHONE,Delhi,ENT-REF-209031,31,0.0707
ENT-006535,PHONE,Maharashtra,ENT-REF-456431,77,0.0161
ENT-006536,PHONE,Karnataka,ENT-REF-931814,48,0.1559
ENT-006537,PHONE,Uttar Pradesh,ENT-REF-155933,46,0.13
ENT-006538,WALLET,Delhi,ENT-REF-992945,64,0.0962
ENT-006539,ACCOUNT,Karnataka,ENT-REF-658613,5,0.2062
ENT-006540,ACCOUNT,Karnataka,ENT-REF-631258,21,0.2137
ENT-006541,ACCOUNT,Telangana,ENT-REF-881332,62,0.1085
ENT-006542,MERCHANT,West Bengal,ENT-REF-276767,40,0.2996
ENT-006543,PHONE,Uttar Pradesh,ENT-REF-917146,44,0.3088
ENT-006544,BENEFICIARY,Delhi,ENT-REF-778600,30,0.0758
ENT-006545,WALLET,West Bengal,ENT-REF-339619,36,0.2334
ENT-006546,PHONE,Telangana,ENT-REF-230623,64,0.1768
ENT-006547,PHONE,Telangana,ENT-REF-508475,74,0.1831
ENT-006548,ACCOUNT,Rajasthan,ENT-REF-617261,75,0.0262
ENT-006549,DEVICE,Tamil Nadu,ENT-REF-434786,74,0.1679
ENT-006550,MERCHANT,Maharashtra,ENT-REF-636010,78,0.2044
ENT-006551,ACCOUNT,Uttar Pradesh,ENT-REF-439419,48,0.1215
ENT-006552,BENEFICIARY,Uttar Pradesh,ENT-REF-243698,26,0.3543
ENT-006553,DEVICE,Uttar Pradesh,ENT-REF-523424,14,0.0306
ENT-006554,WALLET,Delhi,ENT-REF-693654,77,0.0193
ENT-006555,MERCHANT,Rajasthan,ENT-REF-906948,21,0.1121
ENT-006556,PHONE,Rajasthan,ENT-REF-988377,53,0.3574
ENT-006557,ACCOUNT,Delhi,ENT-REF-259138,37,0.1092
ENT-006558,BENEFICIARY,Bihar,ENT-REF-253471,33,0.1073
ENT-006559,ACCOUNT,Madhya Pradesh,ENT-REF-464738,50,0.2062
ENT-006560,ACCOUNT,Karnataka,ENT-REF-579538,45,0.0701
ENT-006561,ACCOUNT,Telangana,ENT-REF-761453,70,0.1121
ENT-006562,ACCOUNT,Tamil Nadu,ENT-REF-618209,30,0.2185
ENT-006563,BENEFICIARY,Tamil Nadu,ENT-REF-228586,71,0.2022
ENT-006564,MERCHANT,Madhya Pradesh,ENT-REF-901898,79,0.25
ENT-006565,WALLET,Delhi,ENT-REF-567604,30,0.284
ENT-006566,MERCHANT,Uttar Pradesh,ENT-REF-129227,79,0.124
ENT-006567,PHONE,Telangana,ENT-REF-127193,25,0.1513
ENT-006568,MERCHANT,Delhi,ENT-REF-178071,10,0.3831
ENT-006569,BENEFICIARY,West Bengal,ENT-REF-657478,49,0.1985
ENT-006570,ACCOUNT,Madhya Pradesh,ENT-REF-112746,8,0.272
ENT-006571,ACCOUNT,Maharashtra,ENT-REF-670986,29,0.0877
ENT-006572,BENEFICIARY,Delhi,ENT-REF-454151,38,0.0514
ENT-006573,PHONE,Karnataka,ENT-REF-615040,6,0.0426
ENT-006574,PHONE,Tamil Nadu,ENT-REF-940285,58,0.0341
ENT-006575,DEVICE,Bihar,ENT-REF-592180,31,0.4149
ENT-006576,MERCHANT,West Bengal,ENT-REF-543275,34,0.2222
ENT-006577,ACCOUNT,Bihar,ENT-REF-906003,2,0.2122
ENT-006578,PHONE,Delhi,ENT-REF-685291,47,0.1118
ENT-006579,ACCOUNT,Bihar,ENT-REF-464823,63,0.1368
ENT-006580,MERCHANT,Delhi,ENT-REF-822114,42,0.2324
ENT-006581,PHONE,Delhi,ENT-REF-620393,39,0.4767
ENT-006582,ACCOUNT,Delhi,ENT-REF-433571,63,0.1801
ENT-006583,PHONE,Bihar,ENT-REF-341497,74,0.2161
ENT-006584,DEVICE,Karnataka,ENT-REF-577005,79,0.0829
ENT-006585,DEVICE,West Bengal,ENT-REF-943263,34,0.3072
ENT-006586,PHONE,West Bengal,ENT-REF-485993,58,0.2056
ENT-006587,ACCOUNT,Tamil Nadu,ENT-REF-717896,11,0.1534
ENT-006588,BENEFICIARY,Uttar Pradesh,ENT-REF-842885,34,0.14
ENT-006589,PHONE,Karnataka,ENT-REF-633986,29,0.1985
ENT-006590,PHONE,Bihar,ENT-REF-689327,51,0.1349
ENT-006591,DEVICE,West Bengal,ENT-REF-717570,49,0.1101
ENT-006592,ACCOUNT,Telangana,ENT-REF-678962,35,0.2039
ENT-006593,ACCOUNT,Tamil Nadu,ENT-REF-214233,2,0.2811
ENT-006594,ACCOUNT,West Bengal,ENT-REF-934965,20,0.0443
ENT-006595,PHONE,Maharashtra,ENT-REF-311006,20,0.3809
ENT-006596,DEVICE,Uttar Pradesh,ENT-REF-431615,25,0.1819
ENT-006597,ACCOUNT,Madhya Pradesh,ENT-REF-168600,20,0.3208
ENT-006598,PHONE,Madhya Pradesh,ENT-REF-950119,54,0.0453
ENT-006599,ACCOUNT,Rajasthan,ENT-REF-700893,31,0.3681
ENT-006600,MERCHANT,Delhi,ENT-REF-902899,4,0.259
ENT-006601,PHONE,Maharashtra,ENT-REF-367861,61,0.3777
ENT-006602,PHONE,Telangana,ENT-REF-185131,2,0.112
ENT-006603,ACCOUNT,Tamil Nadu,ENT-REF-409634,62,0.0623
ENT-006604,DEVICE,Tamil Nadu,ENT-REF-703423,31,0.3282
ENT-006605,ACCOUNT,West Bengal,ENT-REF-541953,41,0.1881
ENT-006606,DEVICE,West Bengal,ENT-REF-671652,42,0.3618
ENT-006607,PHONE,Delhi,ENT-REF-246766,72,0.0034
ENT-006608,MERCHANT,Delhi,ENT-REF-597020,32,0.2126
ENT-006609,BENEFICIARY,Rajasthan,ENT-REF-191640,57,0.3372
ENT-006610,ACCOUNT,Bihar,ENT-REF-513757,75,0.0517
ENT-006611,ACCOUNT,Karnataka,ENT-REF-123155,74,0.0187
ENT-006612,DEVICE,Rajasthan,ENT-REF-181707,64,0.3219
ENT-006613,WALLET,Uttar Pradesh,ENT-REF-418485,75,0.2471
ENT-006614,DEVICE,Delhi,ENT-REF-878315,55,0.1109
ENT-006615,MERCHANT,Madhya Pradesh,ENT-REF-671853,65,0.0938
ENT-006616,ACCOUNT,Uttar Pradesh,ENT-REF-746572,10,0.1631
ENT-006617,BENEFICIARY,Delhi,ENT-REF-555593,57,0.13
ENT-006618,ACCOUNT,West Bengal,ENT-REF-364191,47,0.3252
ENT-006619,MERCHANT,Uttar Pradesh,ENT-REF-116312,68,0.4126
ENT-006620,ACCOUNT,Bihar,ENT-REF-786550,6,0.1378
ENT-006621,ACCOUNT,Maharashtra,ENT-REF-932094,28,0.1895
ENT-006622,ACCOUNT,Tamil Nadu,ENT-REF-974221,58,0.2189
ENT-006623,WALLET,Karnataka,ENT-REF-166858,37,0.139
ENT-006624,ACCOUNT,Uttar Pradesh,ENT-REF-202835,22,0.0172
ENT-006625,PHONE,Telangana,ENT-REF-791990,36,0.025
ENT-006626,MERCHANT,Delhi,ENT-REF-540795,54,0.0506
ENT-006627,ACCOUNT,Karnataka,ENT-REF-659646,8,0.0119
ENT-006628,PHONE,West Bengal,ENT-REF-151377,3,0.3507
ENT-006629,ACCOUNT,Telangana,ENT-REF-710735,39,0.059
ENT-006630,ACCOUNT,Karnataka,ENT-REF-553056,8,0.3808
ENT-006631,MERCHANT,Delhi,ENT-REF-169533,32,0.3572
ENT-006632,PHONE,Maharashtra,ENT-REF-739212,37,0.5772
ENT-006633,ACCOUNT,West Bengal,ENT-REF-356207,59,0.1794
ENT-006634,MERCHANT,Madhya Pradesh,ENT-REF-217570,72,0.0416
ENT-006635,ACCOUNT,Maharashtra,ENT-REF-675327,36,0.0817
ENT-006636,ACCOUNT,Uttar Pradesh,ENT-REF-444622,30,0.2233
ENT-006637,DEVICE,Uttar Pradesh,ENT-REF-148821,74,0.2199
